iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,2,970,-544581.1512676876,0,0,485.0,921,49
1,63,970,-514569.88023849105,209,61,15.396825396825397,800,1
2,117,970,-502172.70233446185,195,77,8.290598290598291,766,1
3,129,970,-496390.1524256365,193,76,7.51937984496124,752,1
4,133,970,-491885.303848709,185,70,7.293233082706767,733,1
5,146,970,-487333.94092799595,185,78,6.6438356164383565,717,1
6,144,970,-484284.1935131849,202,69,6.736111111111111,701,1
7,145,970,-482223.2051852182,208,72,6.689655172413793,688,1
8,142,970,-480463.9110516447,201,60,6.830985915492958,670,1
9,142,970,-478395.6072129062,209,58,6.830985915492958,656,1
10,146,970,-476976.66385798994,205,49,6.6438356164383565,643,1
11,150,970,-477067.25327195,221,48,6.466666666666667,634,1
12,152,970,-474666.6794598412,226,56,6.381578947368421,615,1
13,158,970,-472910.59583075804,236,56,6.139240506329114,605,1
14,158,970,-473039.1958184053,231,50,6.139240506329114,608,1
15,162,970,-472428.47074315563,227,64,5.987654320987654,588,1
16,166,970,-470047.08558954136,238,54,5.843373493975903,571,1
17,161,970,-469891.2074662101,253,52,6.024844720496894,558,1
18,160,970,-469573.45922960504,258,48,6.0625,547,1
19,166,970,-467888.1107559777,248,63,5.843373493975903,525,1
20,158,970,-468668.3272887037,259,45,6.139240506329114,519,1
21,174,970,-466340.0745375103,263,55,5.574712643678161,498,1
22,172,970,-466862.36229889956,285,48,5.6395348837209305,505,1
23,163,970,-467412.8946302447,270,47,5.950920245398773,490,1
24,166,970,-466656.50822038384,262,46,5.843373493975903,493,1
25,169,970,-466516.39128063736,265,50,5.739644970414201,481,1
26,175,970,-464426.3377146544,271,49,5.542857142857143,449,1
27,168,970,-465442.1493421631,277,38,5.773809523809524,452,1
28,173,970,-463023.79102479573,274,50,5.606936416184971,445,1
29,180,970,-462412.7494613886,272,50,5.388888888888889,446,1
30,182,970,-463201.67833821906,262,45,5.329670329670329,439,1
31,183,970,-461598.9303872259,286,54,5.300546448087432,425,1
32,182,970,-461898.832102091,282,41,5.329670329670329,416,1
33,177,970,-462138.10602622235,286,45,5.480225988700565,410,1
34,181,970,-460605.3202607177,314,53,5.359116022099448,398,1
35,178,970,-460644.09231664054,303,41,5.449438202247191,391,1
36,184,970,-459542.7701301644,308,53,5.271739130434782,388,1
37,187,970,-459235.84952631785,298,48,5.18716577540107,375,1
38,196,970,-458544.6467438747,300,49,4.948979591836735,368,1
39,184,970,-459140.8178158658,334,44,5.271739130434782,366,1
40,184,970,-458069.87963465584,319,42,5.271739130434782,355,1
41,190,970,-458816.02214960806,293,50,5.105263157894737,367,1
42,191,970,-457831.8630917046,293,53,5.0785340314136125,360,1
43,193,970,-456793.4748598124,300,54,5.025906735751295,357,1
44,195,970,-456896.137091968,316,54,4.9743589743589745,344,1
45,195,970,-455515.34691423544,320,41,4.9743589743589745,318,1
46,198,970,-456309.1859637411,340,36,4.898989898989899,325,1
47,200,970,-456305.77456917963,321,51,4.85,329,1
48,203,970,-454825.88287020335,337,47,4.778325123152709,327,1
49,195,970,-456164.59304366255,326,51,4.9743589743589745,325,1
50,198,970,-455085.97226141696,322,44,4.898989898989899,317,1
51,196,970,-455335.5644358593,303,45,4.948979591836735,320,1
52,195,970,-455201.9973918606,299,46,4.9743589743589745,316,1
53,186,970,-455718.8196430765,310,35,5.21505376344086,302,1
54,181,970,-455395.62117991433,305,42,5.359116022099448,296,1
55,185,970,-455440.55686208466,324,41,5.243243243243243,290,1
56,199,970,-454296.75645274704,312,44,4.874371859296482,306,1
57,195,970,-455331.37084064056,315,41,4.9743589743589745,308,1
58,208,970,-454057.0024355756,315,50,4.663461538461538,299,1
59,204,970,-453727.22659930703,333,47,4.754901960784314,295,1
60,200,970,-453702.3621004718,327,47,4.85,285,1
61,203,970,-452974.99131748645,331,48,4.778325123152709,279,1
62,200,970,-453898.06616795703,343,51,4.85,278,1
63,205,970,-453313.12415565836,342,56,4.7317073170731705,267,1
64,193,970,-453709.6529763875,326,41,5.025906735751295,270,1
65,199,970,-453405.4142089402,348,44,4.874371859296482,277,1
66,202,970,-453472.02455221006,333,48,4.801980198019802,267,1
67,199,970,-452942.8332800629,329,40,4.874371859296482,270,1
68,198,970,-451536.47530165355,334,53,4.898989898989899,265,1
69,202,970,-452779.2203683149,344,41,4.801980198019802,262,1
70,197,970,-451687.1263447541,338,45,4.9238578680203045,249,1
71,200,970,-452029.27643555927,334,47,4.85,251,1
72,201,970,-452140.46912850597,355,40,4.825870646766169,254,1
73,205,970,-450776.54116190854,334,40,4.7317073170731705,231,1
74,210,970,-450512.7045081186,352,47,4.619047619047619,236,1
75,206,970,-451446.2137744289,350,52,4.70873786407767,225,1
76,209,970,-451089.0859279576,360,50,4.641148325358851,231,1
77,208,970,-450293.6145941555,338,46,4.663461538461538,234,1
78,212,970,-451093.04600542656,337,52,4.5754716981132075,237,1
79,215,970,-450167.9006546047,372,51,4.511627906976744,211,1
80,211,970,-449104.86550154054,350,48,4.597156398104265,201,1
81,211,970,-449755.3320316153,336,38,4.597156398104265,222,1
82,218,970,-448551.3911329248,329,41,4.4495412844036695,206,1
83,212,970,-449341.6383548435,345,40,4.5754716981132075,197,1
84,218,970,-448246.4833897558,346,39,4.4495412844036695,199,1
85,225,970,-447078.9760816189,356,49,4.311111111111111,191,1
86,211,970,-448909.9612526414,340,39,4.597156398104265,212,1
87,213,970,-448319.5273719798,321,44,4.553990610328638,195,1
88,225,970,-447044.0468799636,352,49,4.311111111111111,183,1
89,213,970,-447843.6705439097,346,36,4.553990610328638,182,1
90,210,970,-448239.14243884763,322,36,4.619047619047619,184,1
91,202,970,-448772.9229974861,326,39,4.801980198019802,189,1
92,215,970,-448594.7613173263,326,45,4.511627906976744,183,1
93,220,970,-447228.2126419878,348,41,4.409090909090909,188,1
94,219,970,-447880.5975527092,337,49,4.429223744292237,186,1
95,220,970,-446832.5252844096,342,51,4.409090909090909,186,1
96,219,970,-447592.12618130445,355,43,4.429223744292237,189,1
97,209,970,-446977.0490726895,334,42,4.641148325358851,183,1
98,208,970,-448666.05569931143,328,36,4.663461538461538,191,1
99,209,970,-447176.641186524,327,41,4.641148325358851,185,1
100,218,970,-445919.9966175222,343,53,4.4495412844036695,179,1
101,212,970,-446942.5389574009,328,41,4.5754716981132075,179,1
102,215,970,-446884.52856815496,349,43,4.511627906976744,176,1
103,213,970,-446276.33207935985,338,38,4.553990610328638,183,1
104,216,970,-446430.86840329226,324,49,4.4907407407407405,182,1
105,216,970,-444729.3158328782,327,39,4.4907407407407405,172,1
106,210,970,-446058.58595171105,331,38,4.619047619047619,179,1
107,215,970,-446613.9400621854,332,47,4.511627906976744,171,1
108,213,970,-445380.3081480826,322,43,4.553990610328638,177,1
109,216,970,-445253.9513899028,323,43,4.4907407407407405,164,1
110,221,970,-444863.3873500223,334,39,4.389140271493213,161,1
111,224,970,-445129.7665575853,334,49,4.330357142857143,172,1
112,218,970,-445574.815730215,329,45,4.4495412844036695,172,1
113,218,970,-445006.1738765669,332,50,4.4495412844036695,156,1
114,218,970,-445147.2567768723,328,48,4.4495412844036695,158,1
115,219,970,-444744.2445048227,313,45,4.429223744292237,160,1
116,219,970,-445616.0242701458,320,51,4.429223744292237,161,1
117,225,970,-444521.44430945045,332,54,4.311111111111111,161,1
118,225,970,-444140.83778582665,339,45,4.311111111111111,164,1
119,218,970,-445241.2491765585,328,36,4.4495412844036695,159,1
120,229,970,-443703.75270060555,331,47,4.235807860262009,158,1
121,225,970,-443928.48425258027,339,42,4.311111111111111,152,1
122,217,970,-445310.18948536424,329,39,4.470046082949309,159,1
123,227,970,-444770.9183320245,322,48,4.273127753303965,158,1
124,220,970,-445213.4748859709,332,45,4.409090909090909,153,1
125,220,970,-444723.4685603101,346,44,4.409090909090909,161,1
126,221,970,-444811.36426762905,329,43,4.389140271493213,150,1
127,213,970,-445486.59340827126,325,34,4.553990610328638,147,1
128,220,970,-443754.26824931067,325,51,4.409090909090909,136,1
129,221,970,-443816.87229648774,328,42,4.389140271493213,145,1
130,219,970,-444947.8934033871,339,45,4.429223744292237,145,1
131,219,970,-444317.5294507016,347,44,4.429223744292237,132,1
132,217,970,-445381.2074884085,324,35,4.470046082949309,141,1
133,213,970,-443798.74375230743,333,30,4.553990610328638,138,1
134,221,970,-443254.0339211892,336,44,4.389140271493213,144,1
135,220,970,-443802.69209204934,334,46,4.409090909090909,133,1
136,218,970,-443939.88456604234,330,40,4.4495412844036695,137,1
137,219,970,-443857.1091313595,323,39,4.429223744292237,133,1
138,228,970,-443140.02577869623,343,49,4.254385964912281,133,1
139,222,970,-443745.2958106262,330,41,4.36936936936937,143,1
140,227,970,-442332.0523206188,319,46,4.273127753303965,132,1
141,226,970,-442536.29258882685,340,37,4.292035398230088,129,1
142,224,970,-443337.08976573794,328,35,4.330357142857143,128,1
