depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.01,0,4.993968406183571,0.0,1
3,0.05,0.05,0.01,1,4.151612984752563,0.6375417283543511,59
3,0.05,0.05,0.01,2,3.6343877486322946,0.6549017081025663,253
