parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,59,0.6292001032778944,0.4959432111413062,0.04050986227433108,0.636303830171728,0.3550370237634744,0.6700651796980732,0.01,0.05
1,2,253,0.5813826333297449,0.6096490192555516,0.072568272130466,0.5867337752913133,0.3015500394335784,0.7037819878230593,0.01,0.05
