layer,node_count,total_branches,avg_branching_factor,std_branching_factor,non_leaf_nodes,non_leaf_avg_branching,total_documents,gini_doc_distribution,gini_branch_distribution,alpha
0,1,59,59.0,0.0,1,59.0,970,0.0,0.0,0.01
1,59,253,4.288135593220339,10.662862603300706,59,4.288135593220339,970,0.6102393849379696,0.46265157097876336,0.01
2,253,0,0.0,0.0,0,0.0,970,0.38000896458987005,0.0,0.01
