alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.01,0.05,0.05,3,285,194,194,194,16508,-111401.45166901062,852.6347091658286,1313.8138768558708,1.0,3.0
