parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.4549415715689711,970,709
1,1,2,2,0.5899057064593578,709,385
2,2,3,3,0.6761516975238939,385,115
2,2,4,3,0.6838712378883959,385,22
0,0,5,1,0.6177447367914205,970,25
1,1,8,2,0.6669863904698314,709,28
0,0,10,1,0.619608235962811,970,23
2,2,31,3,0.6464614500563928,385,9
2,2,37,3,0.6420756379651876,385,15
5,1,92,2,0.510594103835826,25,10
1,1,104,2,0.6494167742790368,709,38
2,2,107,3,0.6375425892459241,385,9
2,2,117,3,0.6257401335485836,385,13
104,2,120,3,0.5883654597837906,38,11
2,2,137,3,0.6395797910749179,385,11
0,0,155,1,0.638403541524033,970,20
1,1,158,2,0.6451575648007315,709,30
92,2,165,3,0.5254070566008777,10,10
1,1,171,2,0.6192869184855686,709,26
2,2,185,3,0.6489887338333596,385,20
2,2,220,3,0.6637493235328794,385,14
171,2,222,3,0.5607738855407488,26,6
2,2,328,3,0.6558089650819953,385,8
0,0,374,1,0.6217454510367368,970,14
2,2,404,3,0.6117944134376465,385,11
2,2,443,3,0.6266596320833487,385,18
0,0,555,1,0.6257549285327894,970,35
0,0,620,1,0.6372952462569097,970,28
1,1,852,2,0.6392358878731784,709,29
104,2,889,3,0.5953781670892778,38,17
10,1,903,2,0.48573766539798585,23,8
0,0,995,1,0.5991126804327751,970,6
0,0,1069,1,0.635336971820537,970,17
1069,1,1070,2,0.5089461047007653,17,12
0,0,1205,1,0.6070095400592965,970,19
1,1,1208,2,0.6139276981849965,709,11
1208,2,1250,3,0.5394025313484303,11,11
1205,1,1392,2,0.3905736196263276,19,8
1070,2,1571,3,0.5882799510710524,12,8
2,2,1603,3,0.621929922214428,385,10
155,1,1669,2,0.49786885852674667,20,15
1669,2,1670,3,0.5658378058890412,15,10
555,1,1697,2,0.4553899495711394,35,19
620,1,1699,2,0.5630293892775089,28,18
1392,2,1727,3,0.5116321127946949,8,8
903,2,1777,3,0.5616068943411444,8,8
158,2,1782,3,0.6133877285703097,30,14
1,1,1921,2,0.6221708648745714,709,16
0,0,2042,1,0.6186089416431725,970,13
1697,2,2127,3,0.5660219284079558,19,12
2042,1,2288,2,0.49964245715289035,13,13
2,2,2353,3,0.614420933059032,385,8
5,1,2391,2,0.5064051006466165,25,7
10,1,2494,2,0.35329970205852645,23,15
2494,2,2495,3,0.49356345652274314,15,9
0,0,2749,1,0.6366281053310241,970,9
2749,1,2750,2,0.49558171247677785,9,9
2750,2,2819,3,0.5010366875127603,9,5
555,1,2846,2,0.48930250408723447,35,5
0,0,2944,1,0.596115142869716,970,18
2944,1,3000,2,0.3767681130509176,18,8
3000,2,3301,3,0.47232038060887943,8,4
1,1,3344,2,0.6207852216937373,709,13
0,0,3436,1,0.6123050943547227,970,15
2,2,3532,3,0.6320741321645487,385,9
374,1,3855,2,0.26052616132815287,14,10
3855,2,3856,3,0.44736537966615747,10,6
171,2,3926,3,0.5468195599014615,26,9
1,1,3960,2,0.6014687440957189,709,6
3960,2,3961,3,0.45087673920745586,6,6
2,2,4185,3,0.6122772035532728,385,10
2,2,4206,3,0.6471933187164699,385,10
1,1,4414,2,0.5819742108118204,709,4
2,2,4586,3,0.6290356325665057,385,14
1697,2,4650,3,0.44863600522594754,19,5
1,1,4662,2,0.6293995855855299,709,9
2,2,4786,3,0.5888238133651181,385,6
1,1,5064,2,0.607340248362036,709,4
3436,1,5086,2,0.46192902284000126,15,15
1,1,5115,2,0.6118473766714084,709,7
5086,2,5133,3,0.5595265875627401,15,12
8,2,5269,3,0.5885535642170668,28,4
2944,1,5275,2,0.28908312996014757,18,4
1,1,5295,2,0.6140305585620542,709,10
2,2,5412,3,0.6317775413168101,385,5
2,2,5433,3,0.6516201449258473,385,15
8,2,5451,3,0.56293346017809,28,5
1921,2,5536,3,0.5863514683569059,16,11
2391,2,5550,3,0.47859830976226425,7,7
158,2,5571,3,0.6031691425233325,30,8
1,1,5576,2,0.6077601160789657,709,16
1,1,5624,2,0.5918118482019833,709,6
555,1,5696,2,0.30764174204988065,35,4
5696,2,5697,3,0.28398362743023786,4,2
852,2,5733,3,0.6232019725451348,29,7
1,1,5743,2,0.6223442827454523,709,22
5743,2,5744,3,0.5189051315604848,22,10
1205,1,5792,2,0.39564963193738295,19,9
2288,2,5797,3,0.4637683996568461,13,5
171,2,5852,3,0.5478236678462164,26,3
2,2,5861,3,0.6165762377604381,385,9
1699,2,5935,3,0.5934849940139182,18,11
1,1,5964,2,0.6086001043333453,709,4
5295,2,5999,3,0.5205853038334572,10,3
5792,2,6012,3,0.5382228153512599,9,9
158,2,6083,3,0.5895813490015392,30,8
1,1,6114,2,0.61349385486666,709,7
1,1,6119,2,0.603566443788452,709,7
6119,2,6120,3,0.4761295533844295,7,4
5624,2,6170,3,0.4228837050577676,6,6
5576,2,6208,3,0.5621779329629484,16,16
6114,2,6281,3,0.4580446266618762,7,6
1669,2,6442,3,0.4570463614562753,15,3
1,1,6444,2,0.6235722761794585,709,7
1921,2,6485,3,0.5406680496577834,16,2
104,2,6489,3,0.5551736799094623,38,8
852,2,6577,3,0.5974329200147294,29,7
0,0,6641,1,0.599843455851242,970,8
4414,2,6696,3,0.390512729887896,4,2
852,2,6703,3,0.6087787970046126,29,8
995,1,6809,2,0.10562621762525026,6,6
6809,2,6810,3,0.4239136364814358,6,4
3344,2,6857,3,0.5241085213628435,13,5
4662,2,6914,3,0.4958432677312232,9,3
852,2,6955,3,0.578714502571745,29,6
