eta,top_k,layer,weighted_avg_npmi_mean,weighted_avg_npmi_std,weighted_avg_npmi_count,weighted_avg_c_v_mean,weighted_avg_c_v_std,weighted_avg_c_v_count,weighted_avg_u_mass_mean,weighted_avg_u_mass_std,weighted_avg_u_mass_count,simple_avg_npmi_mean,simple_avg_npmi_std,simple_avg_c_v_mean,simple_avg_c_v_std,simple_avg_u_mass_mean,simple_avg_u_mass_std,node_count_mean,total_documents_mean,run_id_<lambda>
0.1,5,0.0,-0.0037,0.0055,3,0.4884,0.0152,3,-0.6533,0.0929,3,-0.0037,0.0055,0.4884,0.0152,-0.6533,0.0929,1.0,970.0,"1, 2, 3"
0.1,5,1.0,0.0369,0.054,3,0.5714,0.0404,3,-1.8148,0.426,3,0.0291,0.0401,0.5667,0.0175,-2.5884,0.3933,41.6667,970.0,"1, 2, 3"
0.1,5,2.0,0.0781,0.0062,3,0.5648,0.011,3,-2.7286,0.1891,3,0.0675,0.0114,0.5653,0.0072,-2.9589,0.1513,174.3333,970.0,"1, 2, 3"
