layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,eta,gamma,depth,alpha
0,1,970,970.0,0.013885924146951547,0.48573015805465863,-0.6038003499812621,0.013885924146951547,0.48573015805465863,-0.6038003499812621,,,,0.1,0.05,3,0.1
1,90,970,10.777777777777779,0.03509416021387024,0.6236609165540158,-2.2270067737980006,-0.017189029594708565,0.5433764454511519,-2.943371913806762,0.19010302858677114,0.14376476114938502,1.9857025984369814,0.1,0.05,3,0.1
2,336,970,2.886904761904762,0.09086005891051482,0.5829945302181123,-2.509758688095106,0.054323588058247996,0.5589551161524046,-2.6727157523187643,0.1388367608193425,0.14335250281537099,1.3861175738106093,0.1,0.05,3,0.1
