layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.754174864352437
1,19,171,171,81.57534270478473,0.4770487877472791,970,4.83681361804473
2,75,2775,2775,959.3412583600463,0.34570856157118784,970,5.322360912505104
3,187,17391,17391,8327.330839616843,0.4788299028012675,970,5.035028367846445
