parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,61,0.6603448956260206,0.6471114153338307,0.01646475996677119,0.6606386345453158,0.596175080287502,0.6921496594581277,1.0,0.05
1,2,267,0.6119584433232841,0.6455576731181011,0.07201764332950465,0.6144362207369614,0.3608806299119906,0.738112588699943,1.0,0.05
