parent_layer,child_layer,parent_node_id,child_node_id,js_distance,parent_doc_count,child_doc_count,alpha,eta_used
0,1,0,1,0.6284137834999493,970,374,1.0,0.05
0,1,0,59,0.631129089509838,970,6,1.0,0.05
0,1,0,235,0.6529655285152917,970,9,1.0,0.05
0,1,0,184,0.6383902058811413,970,5,1.0,0.05
0,1,0,391,0.6405116794369677,970,15,1.0,0.05
0,1,0,1149,0.6712315961635638,970,8,1.0,0.05
0,1,0,1603,0.669390801794329,970,12,1.0,0.05
0,1,0,869,0.6723369868558771,970,17,1.0,0.05
0,1,0,4058,0.6681442964799545,970,8,1.0,0.05
0,1,0,808,0.6760949592213352,970,18,1.0,0.05
0,1,0,7969,0.6869387188960725,970,14,1.0,0.05
0,1,0,1126,0.6701919953553559,970,17,1.0,0.05
0,1,0,8518,0.6653487291899798,970,12,1.0,0.05
0,1,0,5589,0.6629073904446445,970,10,1.0,0.05
0,1,0,6691,0.6427244576762502,970,20,1.0,0.05
0,1,0,8712,0.649708319588822,970,12,1.0,0.05
0,1,0,12669,0.6653967896128232,970,7,1.0,0.05
0,1,0,14265,0.6741221726857343,970,18,1.0,0.05
0,1,0,114,0.6765741880617915,970,22,1.0,0.05
0,1,0,10810,0.6347653345839553,970,7,1.0,0.05
0,1,0,9224,0.663919682099491,970,8,1.0,0.05
0,1,0,3748,0.6775254245418034,970,14,1.0,0.05
0,1,0,8600,0.6729793612053878,970,9,1.0,0.05
0,1,0,13698,0.6661079714413113,970,20,1.0,0.05
0,1,0,1476,0.6745273893826121,970,13,1.0,0.05
0,1,0,53,0.6651582115963038,970,13,1.0,0.05
0,1,0,7389,0.6683762772416248,970,20,1.0,0.05
0,1,0,3775,0.667832838826515,970,11,1.0,0.05
0,1,0,97,0.6840279310607551,970,12,1.0,0.05
0,1,0,21090,0.6607911019593565,970,5,1.0,0.05
0,1,0,3,0.6653514812721075,970,10,1.0,0.05
0,1,0,1608,0.6697109834776638,970,12,1.0,0.05
0,1,0,988,0.6708968499328896,970,21,1.0,0.05
0,1,0,21793,0.6392499526304394,970,4,1.0,0.05
0,1,0,6175,0.6760240990513793,970,12,1.0,0.05
0,1,0,20083,0.6556639047088727,970,8,1.0,0.05
