alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.1,0.05,0.05,3,90,194,194,194,16508,-111528.16865707679,859.204798861703,1175.9878322709726,1.0,3.0
