parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,59,0.6491926278980966,0.022256111729137388,0.6510458377620773,0.5881288859588967,0.6949764470273158,57230,970,0.1,0.05
1,2,262,0.5991516154755681,0.07863841025981008,0.6032768373405355,0.28162916374861946,0.7399894395280711,26912,970,0.1,0.05
