layer,node_count,total_branches,avg_branching_factor,std_branching_factor,non_leaf_nodes,non_leaf_avg_branching,total_documents,gini_doc_distribution,gini_branch_distribution,alpha
0,1,59,59.0,0.0,1,59.0,970,0.0,0.0,0.1
2,262,0,0.0,0.0,0,0.0,970,0.368946250098371,0.0,0.1
1,59,262,4.440677966101695,8.271394829272625,59,4.440677966101695,970,0.5428970819500262,0.44662957691810073,0.1
