depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.1,0,4.919872033806505,0.0,1
3,0.05,0.05,0.1,1,3.8819425946427253,0.6369715109468187,59
3,0.05,0.05,0.1,2,3.5244911763542843,0.6585500438721317,262
