layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.013885924146951547,0.48573015805465863,-0.594130383979679,0.013885924146951547,0.48573015805465863,-0.594130383979679,,,,5,0.1,0.05,0.05,3
2,262,970,3.7022900763358777,0.08857496185067218,0.5747715834586324,-2.7801127126617033,0.06954822522258446,0.5553623865106697,-2.921196344797813,0.13920733125810653,0.1534943879046545,1.6347654891305623,5,0.1,0.05,0.05,3
1,59,970,16.440677966101696,0.07120938048095642,0.5415353635733356,-2.3717994441436105,0.04047289432112168,0.5226370670744335,-2.7684799327673417,0.1519844477142997,0.12815649823567063,1.912128260430154,5,0.1,0.05,0.05,3
