layer,node_count,total_branches,avg_branching_factor,std_branching_factor,non_leaf_nodes,non_leaf_avg_branching,total_documents,gini_doc_distribution,gini_branch_distribution
0,1,81,81.0,0.0,1,81.0,970,0.0,0.0
1,81,351,4.333333333333333,8.75171940778454,81,4.333333333333333,970,0.5794323533155148,0.4350884597798178
2,351,0,0.0,0.0,0,0.0,970,0.4156489558551414,0.0
