layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.021491643988249532,0.4749100529432076,-0.7129755468341226,0.021491643988249532,0.47491005294320765,-0.7129755468341226,,,,10,0.1,0.05,3,0.1
1,81,970,11.975308641975309,-0.026600598732818538,0.47453590012220226,-2.9135675736702065,-0.06880674899127799,0.4031517964089553,-3.57455694575837,0.1267011610841089,0.12993365211783778,1.7363356776265235,10,0.1,0.05,3,0.1
2,351,970,2.7635327635327633,-0.023972007301243815,0.45419386855237437,-3.3667551058920324,-0.05094595115053256,0.45690278530801015,-3.2421775999599056,0.11766271664963396,0.15376647513443786,1.4894278292668963,10,0.1,0.05,3,0.1
