depth,gamma,eta,alpha,layer,node_id,parent_id,entropy,doc_count,unique_words,total_words,path
3,0.05,0.01,0.1,0,0,,5.280250967542332,969,1430,51355,
3,0.05,0.01,0.1,1,12551,,2.5682882587270512,5,201,60,
3,0.05,0.01,0.1,1,24448,,2.5753842347541163,3,81,34,
3,0.05,0.01,0.1,1,1,,4.319120886237477,405,1356,4645,
3,0.05,0.01,0.1,1,10276,,3.0081547935525474,9,162,36,
3,0.05,0.01,0.1,1,28765,,2.779184568798132,2,97,37,
3,0.05,0.01,0.1,1,2357,,2.5357801480442865,8,211,93,
3,0.05,0.01,0.1,1,9129,,2.4076378689971896,13,323,38,
3,0.05,0.01,0.1,1,26523,,2.2919404034826316,6,182,29,
3,0.05,0.01,0.1,1,25019,,2.3947003819018513,6,182,25,
3,0.05,0.01,0.1,1,19322,,2.7699010646418896,8,320,51,
3,0.05,0.01,0.1,1,24655,,2.3108838958087405,5,132,22,
3,0.05,0.01,0.1,1,2917,,2.722790219241129,18,353,81,
3,0.05,0.01,0.1,1,725,,1.6739764335716716,11,238,8,
3,0.05,0.01,0.1,1,16924,,3.0704353067190233,12,336,82,
3,0.05,0.01,0.1,1,6272,,3.160458068457565,13,323,78,
3,0.05,0.01,0.1,1,8972,,2.463442411119701,11,396,78,
3,0.05,0.01,0.1,1,3,,3.2566024606918615,19,489,265,
3,0.05,0.01,0.1,1,983,,2.6184380424125226,12,314,48,
3,0.05,0.01,0.1,1,1490,,2.5006550067561393,11,275,32,
3,0.05,0.01,0.1,1,22845,,2.991823936726075,9,356,53,
3,0.05,0.01,0.1,1,26709,,3.0685695975062575,9,263,44,
3,0.05,0.01,0.1,1,24924,,1.5612358106162227,5,151,9,
3,0.05,0.01,0.1,1,937,,2.682215997547447,17,332,66,
3,0.05,0.01,0.1,1,13516,,2.9013422478952924,10,268,71,
3,0.05,0.01,0.1,1,137,,2.812023616567356,18,264,41,
3,0.05,0.01,0.1,1,11064,,2.674283866788644,8,206,86,
3,0.05,0.01,0.1,1,10947,,2.6747273292260854,8,225,110,
3,0.05,0.01,0.1,1,2320,,2.659706100429878,17,374,155,
3,0.05,0.01,0.1,1,27904,,1.555552823939121,6,230,17,
3,0.05,0.01,0.1,1,10484,,2.808215899882933,6,233,80,
3,0.05,0.01,0.1,1,23604,,2.5494451709255714,4,94,16,
3,0.05,0.01,0.1,1,28387,,2.886598168512526,5,178,46,
3,0.05,0.01,0.1,1,25388,,2.9219770973114954,5,173,45,
3,0.05,0.01,0.1,1,953,,2.9768453558999908,10,241,78,
3,0.05,0.01,0.1,1,7984,,2.6550576709617,5,141,42,
3,0.05,0.01,0.1,1,23394,,2.3907862381192646,3,107,58,
3,0.05,0.01,0.1,1,606,,2.3602142058306814,7,151,25,
3,0.05,0.01,0.1,1,9400,,2.4485390056171257,4,171,18,
3,0.05,0.01,0.1,1,13445,,2.8684530721885184,10,246,38,
3,0.05,0.01,0.1,1,2386,,2.4222730560599635,7,241,85,
3,0.05,0.01,0.1,1,2678,,2.6139836920631425,7,272,64,
3,0.05,0.01,0.1,1,412,,2.8719814661178162,6,197,47,
3,0.05,0.01,0.1,1,23044,,1.8375364875778577,3,157,31,
3,0.05,0.01,0.1,1,26463,,2.889028935081254,7,273,61,
3,0.05,0.01,0.1,1,3523,,2.3273797516072623,7,172,70,
3,0.05,0.01,0.1,1,2190,,3.3308473509530963,10,243,141,
3,0.05,0.01,0.1,1,25684,,3.025084485566519,5,232,44,
3,0.05,0.01,0.1,1,28675,,2.668044866488511,5,163,35,
3,0.05,0.01,0.1,1,28700,,1.5392923030673402,4,146,34,
3,0.05,0.01,0.1,1,24527,,2.900422093749666,4,179,40,
3,0.05,0.01,0.1,1,15337,,3.2840094070170824,7,300,82,
3,0.05,0.01,0.1,1,20051,,2.1478442685642367,7,261,44,
3,0.05,0.01,0.1,1,25779,,2.675424973786134,7,277,56,
3,0.05,0.01,0.1,1,28511,,2.3923703968664007,4,134,19,
3,0.05,0.01,0.1,1,27587,,2.564949357461537,4,121,39,
3,0.05,0.01,0.1,1,3357,,2.7741900036067557,6,211,50,
3,0.05,0.01,0.1,1,5128,,2.473525254297854,9,272,31,
3,0.05,0.01,0.1,1,3784,,3.1037539159298673,8,280,61,
3,0.05,0.01,0.1,1,26082,,1.6945957207744071,5,133,14,
3,0.05,0.01,0.1,1,24182,,2.704654612101072,3,121,42,
3,0.05,0.01,0.1,1,16184,,2.5257286443082556,4,100,30,
3,0.05,0.01,0.1,1,4979,,3.214729308906353,9,274,76,
3,0.05,0.01,0.1,1,5038,,2.8977031690334694,10,284,74,
3,0.05,0.01,0.1,1,27771,,2.756840365271642,4,128,42,
3,0.05,0.01,0.1,1,28782,,2.3335298968434675,2,86,19,
3,0.05,0.01,0.1,1,14248,,2.569686457745805,5,148,46,
3,0.05,0.01,0.1,1,11900,,0.587786664902119,1,28,3,
3,0.05,0.01,0.1,1,28929,,2.3268777855630898,3,97,25,
3,0.05,0.01,0.1,1,28294,,2.6558468110918088,4,155,62,
3,0.05,0.01,0.1,1,21035,,2.4485390056171257,9,242,27,
3,0.05,0.01,0.1,1,28932,,2.553899521274952,5,166,30,
3,0.05,0.01,0.1,1,17967,,2.5215821283464077,4,105,38,
3,0.05,0.01,0.1,1,27236,,1.3862943611198906,2,67,4,
3,0.05,0.01,0.1,1,21186,,2.564949357461537,7,243,39,
3,0.05,0.01,0.1,1,6,,3.038490280990003,9,272,142,
3,0.05,0.01,0.1,1,3154,,3.3942769388175815,4,143,144,
3,0.05,0.01,0.1,1,28302,,2.36251743371672,2,83,38,
3,0.05,0.01,0.1,1,21578,,2.7515353130419493,2,88,47,
3,0.05,0.01,0.1,1,9396,,2.9951106114355768,10,414,133,
3,0.05,0.01,0.1,1,12241,,2.641560459833377,4,142,40,
3,0.05,0.01,0.1,1,20495,,2.6313910011998862,2,76,47,
3,0.05,0.01,0.1,2,28890,,2.3391627991339736,1,55,23,
3,0.05,0.01,0.1,2,25743,,3.0219209893166967,3,127,144,
3,0.05,0.01,0.1,2,22609,,3.0210195932686412,6,215,87,
3,0.05,0.01,0.1,2,28245,,2.511265582280701,3,121,62,
3,0.05,0.01,0.1,2,28766,,2.3336756800640766,2,92,28,
3,0.05,0.01,0.1,2,28649,,2.8189127939140195,3,118,54,
3,0.05,0.01,0.1,2,11696,,2.7912808552519333,7,232,72,
3,0.05,0.01,0.1,2,28891,,2.038730356622822,2,113,19,
3,0.05,0.01,0.1,2,28892,,2.500485155375689,1,69,58,
3,0.05,0.01,0.1,2,22332,,3.373614567047014,6,264,126,
3,0.05,0.01,0.1,2,28713,,2.759442993027279,1,90,46,
3,0.05,0.01,0.1,2,28638,,2.0918640616783932,1,58,18,
3,0.05,0.01,0.1,2,71,,3.6888794541139363,15,421,320,
3,0.05,0.01,0.1,2,28211,,2.573640341008957,3,152,43,
3,0.05,0.01,0.1,2,18251,,3.055557032447132,3,163,81,
3,0.05,0.01,0.1,2,28699,,2.473525254297854,1,49,31,
3,0.05,0.01,0.1,2,28309,,2.7516883703622144,2,119,66,
3,0.05,0.01,0.1,2,28500,,2.342632594123321,3,149,44,
3,0.05,0.01,0.1,2,28893,,2.018816919863401,1,63,16,
3,0.05,0.01,0.1,2,27259,,2.2382197170391427,3,170,38,
3,0.05,0.01,0.1,2,28776,,2.904347711752138,1,66,37,
3,0.05,0.01,0.1,2,4215,,3.114348908199484,5,177,101,
3,0.05,0.01,0.1,2,321,,3.6834722910156095,12,383,307,
3,0.05,0.01,0.1,2,12542,,3.4965075614664807,4,177,99,
3,0.05,0.01,0.1,2,66,,3.519193557405668,15,417,274,
3,0.05,0.01,0.1,2,24944,,2.8876055044032753,4,192,57,
3,0.05,0.01,0.1,2,27722,,2.6220597532466874,2,101,35,
3,0.05,0.01,0.1,2,28894,,2.232439483627286,1,62,17,
3,0.05,0.01,0.1,2,53,,2.6198676352221173,11,334,160,
3,0.05,0.01,0.1,2,26870,,3.109391592026512,3,128,110,
3,0.05,0.01,0.1,2,19862,,3.1887398526117625,6,241,118,
3,0.05,0.01,0.1,2,4330,,3.215797279073903,4,143,157,
3,0.05,0.01,0.1,2,28895,,3.1380484957342474,2,137,56,
3,0.05,0.01,0.1,2,28470,,2.7185215009695054,3,150,24,
3,0.05,0.01,0.1,2,28734,,3.339148982528014,4,226,68,
3,0.05,0.01,0.1,2,12304,,2.15339909779619,5,235,75,
3,0.05,0.01,0.1,2,20232,,2.971629216261376,6,241,93,
3,0.05,0.01,0.1,2,406,,2.6495427374582525,9,221,131,
3,0.05,0.01,0.1,2,1046,,3.5203760663009205,4,219,119,
3,0.05,0.01,0.1,2,28896,,2.5719180267776305,2,79,24,
3,0.05,0.01,0.1,2,10410,,2.9288335908299272,8,278,115,
3,0.05,0.01,0.1,2,19366,,3.0617589840419046,5,200,115,
3,0.05,0.01,0.1,2,2535,,3.0236331356682293,6,212,138,
3,0.05,0.01,0.1,2,28897,,2.394700381901851,1,42,25,
3,0.05,0.01,0.1,2,27410,,2.7736298467481926,3,140,62,
3,0.05,0.01,0.1,2,28779,,2.7119641004233466,1,76,32,
3,0.05,0.01,0.1,2,27499,,2.6480259995980195,5,168,56,
3,0.05,0.01,0.1,2,28898,,2.9036926018718257,2,128,46,
3,0.05,0.01,0.1,2,449,,3.71875442406372,15,466,306,
3,0.05,0.01,0.1,2,2,,3.7063654309806164,12,358,256,
3,0.05,0.01,0.1,2,26114,,3.588823990685804,3,142,189,
3,0.05,0.01,0.1,2,28617,,2.3715779644809967,2,115,45,
3,0.05,0.01,0.1,2,26257,,2.764299746420826,4,190,58,
3,0.05,0.01,0.1,2,481,,3.106418563931111,8,249,222,
3,0.05,0.01,0.1,2,9854,,2.5500002199030694,8,275,87,
3,0.05,0.01,0.1,2,28737,,3.071030013843301,3,128,58,
3,0.05,0.01,0.1,2,344,,3.328143759650321,10,330,205,
3,0.05,0.01,0.1,2,28648,,2.5167202184776927,2,84,59,
3,0.05,0.01,0.1,2,28820,,2.4231978274631567,2,110,41,
