gamma,experiment_type,layer,avg_js_distance_mean,avg_js_distance_std,run_count,weighted_avg_renyi_entropy_mean,weighted_avg_renyi_entropy_std,entropy_run_count,avg_node_count,node_count_std,avg_total_documents,included_runs
0.01,single,0.0,0.0,0.0,3,4.9376,0.0301,3,1.0,0.0,970.0,"1, 2, 3"
0.01,single,1.0,0.4784,0.024,3,5.1824,0.1588,3,41.3333,3.7859,970.0,"1, 2, 3"
0.01,single,2.0,0.5006,0.0078,3,5.0835,0.067,3,152.6667,4.1633,970.0,"1, 2, 3"
