alpha,layer,avg_branching_factor_mean,avg_branching_factor_std,avg_branching_factor_count,gini_doc_distribution_mean,gini_doc_distribution_std,gini_doc_distribution_count,gini_branch_distribution_mean,gini_branch_distribution_std,gini_branch_distribution_count,node_count_mean,node_count_std,total_documents_mean,run_id_<lambda>
0.1,0.0,58.6667,3.5119,3,0.0,0.0,3,0.0,0.0,3,1.0,0.0,970.0,"1, 2, 3"
0.1,1.0,4.3078,0.211,3,0.5321,0.0113,3,0.4328,0.0121,3,58.6667,3.5119,970.0,"1, 2, 3"
0.1,2.0,0.0,0.0,3,0.3857,0.0219,3,0.0,0.0,3,252.3333,9.5044,970.0,"1, 2, 3"
