eta,run_count,perplexity_mean,perplexity_std,perplexity_min,perplexity_max,avg_doc_perplexity_mean,avg_doc_perplexity_std,doc_match_rate_mean,doc_match_rate_std,avg_path_length_mean,avg_path_length_std,valid_test_docs_mean,total_test_words_mean,log_likelihood_mean,log_likelihood_std,gamma,depth,alpha,run_ids
0.005,3,447.8291,17.2239,429.68,463.948,447.8291,17.2239,1.0,0.0,3.0,0.0,194.0,16508.0,-100763.4454,637.3938,0.05,3.0,0.1,"1, 2, 3"
