K,Alpha,Eta,Run_Index,LL_per_word,Weighted_NPMI,Weighted_Cv,Unweighted_NPMI,Unweighted_Cv,Perplexity,Weighted_Renyi_Entropy,JSD_Diversity,Iterations,Converged,Time_sec
100,0.1,0.01,2,-7.021079073418408,0.026853465211449833,0.5066125996329086,0.01962848186723184,0.5232978988295554,1119.994522238175,3.079751535759109,0.9752366835633912,1810,Yes,19.972797393798828
100,0.1,0.01,3,-7.048094299915127,0.028521244504680222,0.49360432201501875,0.027495000853278433,0.5200906318895914,1150.6638318646515,3.064000870840953,0.9751241166490827,1230,Yes,14.892637491226196
100,0.1,0.01,4,-7.018116833125388,0.034523507194777536,0.5007660760257807,0.030834665851363963,0.5250587906681731,1116.6817383897753,3.0852191252520624,0.9758286408028803,1410,Yes,16.72744846343994
100,0.1,0.01,5,-7.041921451342874,0.03523092734170128,0.4899676918001767,0.042370481436323736,0.5334192370580603,1143.5828357160087,3.0931881298077366,0.9734074287438843,1570,Yes,17.914278984069824
120,0.1,0.01,1,-7.034798449854424,0.03331158301383055,0.5074521510740997,0.02770234092125132,0.5287914004932172,1135.466035782621,3.0181261989264363,0.9770567942455987,1300,Yes,17.908761978149414
120,0.1,0.01,2,-7.027759626809715,0.027342007416887196,0.5055067742017527,0.030806559076411617,0.5307267512688034,1127.5017537519377,3.0091209881808902,0.9764107153883955,2050,Yes,25.7177152633667
120,0.1,0.01,3,-7.040447132976778,0.019898109595252705,0.492597069242196,0.01451340336018317,0.5174551427687011,1141.8980727817984,2.9986599216121075,0.9770075245637739,1180,Yes,16.848147869110107
120,0.1,0.01,4,-7.068808757136746,0.03189687474997831,0.5048149147908002,0.021278911725986758,0.5229611745117484,1174.747790478029,2.9969761117693072,0.9761170826842637,1830,Yes,23.278300523757935
120,0.1,0.01,5,-7.021072696643762,0.03212209280856413,0.4949790565116091,0.026549578980697954,0.5228738492570887,1119.9873803082742,2.992395421189871,0.976870070425024,1710,Yes,22.652435302734375
140,0.1,0.01,1,-7.064967374685548,0.023092368179139115,0.4884335832053095,0.008760984264848656,0.5025956579030989,1170.2437912613768,2.9210941584444376,0.9787916189994039,1840,Yes,27.168391942977905
140,0.1,0.01,2,-7.085663311965924,0.020663035476426273,0.4884096591307733,0.015299231725380131,0.5096598227026023,1194.7154417678314,2.9312637576098615,0.978419283230658,1210,Yes,19.931015968322754
140,0.1,0.01,3,-7.044214359193246,0.026940885393470688,0.49850072207908963,0.01064043494040131,0.5196915226983823,1146.2079742278015,2.9365508338347928,0.9788703102622373,3000,No,40.61194086074829
140,0.1,0.01,4,-7.092414995860527,0.02472436301769995,0.4950652129773317,0.011901282631537205,0.5191187118831784,1202.8090748549066,2.94026234019281,0.9775003302662948,1390,Yes,21.598434686660767
140,0.1,0.01,5,-7.064862275525631,0.022600037500292807,0.5043505754998522,0.012431114077021249,0.5163280222816691,1170.1208060849506,2.9196095830623157,0.9778559938461039,1440,Yes,22.197347164154053
160,0.1,0.01,1,-7.08481383712626,0.022840463630806596,0.5006489462827716,0.005207703112112011,0.509007076612946,1193.7009919952743,2.9001033760145694,0.9797413772826852,1390,Yes,24.30471920967102
160,0.1,0.01,2,-7.122528823135518,0.018374715818659338,0.48253424722917015,-0.00012091370511661329,0.49647755914841235,1239.5811547795481,2.8554600466883397,0.9792265758873133,1120,Yes,20.92344880104065
160,0.1,0.01,3,-7.07543671898597,0.0180001038786604,0.48738025964124654,0.003541688144214092,0.49830796575512004,1182.5598343817664,2.885459147097502,0.9794307862009292,2380,Yes,36.430659532547
160,0.1,0.01,4,-7.1157325976015455,0.023532038533143642,0.4902664505401146,0.007849078427438608,0.5122805403646039,1231.1852442510733,2.8861380886136523,0.9786139808761389,1320,Yes,23.205363035202026
160,0.1,0.01,5,-7.11921216840204,0.01926337301785722,0.4869182263981798,0.00479338474759827,0.5000811789446036,1235.4767023632678,2.8422509317228397,0.9788150027363496,1390,Yes,24.283801794052124
180,0.1,0.01,1,-7.124644870922223,0.024468313819965743,0.5012921085492646,0.00218906015906808,0.5096125646631751,1242.2069449074727,2.847737682406874,0.9792745849682637,1240,Yes,24.89123272895813
180,0.1,0.01,2,-7.055697733400742,0.008944068082666881,0.48905082978184716,-0.012618790489085359,0.49754942037491834,1159.446173439041,2.846971260549122,0.9803655432581261,2920,Yes,48.01961612701416
180,0.1,0.01,3,-7.099835119654723,0.013454934084341555,0.4895794219010791,-0.004451026012152386,0.5027113501768523,1211.7672614159474,2.816336104645289,0.9805995085008606,1220,Yes,24.636584281921387
180,0.1,0.01,4,-7.1071967678963714,0.022248835668098804,0.4892043417894371,0.000386368829375656,0.5029995335264221,1220.720781643003,2.8090833185141393,0.9802956865604425,1380,Yes,26.64530611038208
180,0.1,0.01,5,-7.0615621520977925,0.013737312412147757,0.4855691843501878,-0.005631029854890803,0.5058000651850496,1166.265627780344,2.860957526175789,0.980651799018125,2060,Yes,36.10344052314758
200,0.1,0.01,1,-7.097917230293736,0.012042167062454902,0.4852115199242101,-0.012999917535540558,0.495884600972784,1209.4454530747353,2.832975526451021,0.9815980311295641,3000,No,53.24677538871765
200,0.1,0.01,2,-7.0909493914445925,0.014398756171311663,0.49087302003657945,-0.012208013557267533,0.4930249674539193,1201.0475237471314,2.8380202467498097,0.9813894232365008,3000,No,53.19395637512207
200,0.1,0.01,3,-7.126428858793953,0.00946263384385521,0.4930172732287869,-0.020922021494413176,0.49040853136140994,1244.425004939195,2.7782077330733923,0.9820244095160898,1110,Yes,25.493541479110718
200,0.1,0.01,4,-7.118163448587991,0.013364896487305919,0.49041247531977017,-0.01758231113061163,0.48555152788125566,1234.1817126250892,2.812309052458488,0.9816297150730041,2450,Yes,45.40329027175903
200,0.1,0.01,5,-7.109965762511612,0.01672826582020872,0.49450365557677783,-0.004855794570851461,0.5039395640887134,1224.105635071811,2.7872505746604546,0.9808108098776591,2160,Yes,40.75510931015015
