K,Alpha,Eta,Run_Index,LL_per_word,Weighted_NPMI,Weighted_Cv,Unweighted_NPMI,Unweighted_Cv,Perplexity,Weighted_Renyi_Entropy,JSD_Diversity,Iterations,Converged,Time_sec
10,0.1,0.01,1,-6.916121054938893,0.02634962746457707,0.4750156044531284,0.03263904236207397,0.48615625431410114,1008.4008668463518,4.427095158182927,0.9011871422186591,1260,Yes,5.651427268981934
10,0.1,0.01,2,-6.937956590138717,0.028328556868958233,0.49377842716871,0.03330338331514241,0.5038589427135632,1030.6619968291454,4.469890676272053,0.8935408944713528,1300,Yes,5.550220727920532
10,0.1,0.01,3,-6.896996990100994,0.034200875181992225,0.4978858704148482,0.04309453131701391,0.5123581032690775,989.2993745368561,4.436845317163416,0.8920370202770039,1500,Yes,6.381347417831421
10,0.1,0.01,4,-6.925807877254628,0.019484990642788653,0.5110060158390951,0.023838616436300687,0.5267759265724984,1018.2165314119045,4.459294831028901,0.9009540604780785,1190,Yes,5.187140941619873
10,0.1,0.01,5,-6.909348405875723,0.03825691446148421,0.5263681838423384,0.04960618222752459,0.5408562770390823,1001.5943965944107,4.482467901012831,0.8804060447213138,1120,Yes,4.9911932945251465
20,0.1,0.01,1,-6.946591591736734,0.03928507538594344,0.5165306135322323,0.04816164696684566,0.5340327861102696,1039.6003004126305,4.035090721229774,0.9273966421921882,1120,Yes,5.836338758468628
20,0.1,0.01,2,-6.92364114493401,0.03776779224673421,0.5216238710920296,0.04829545672931328,0.5452713074958673,1016.0127171439005,4.061464382428343,0.9389002043737076,1320,Yes,6.664514780044556
20,0.1,0.01,3,-6.938474190967847,0.04126520926039366,0.5202028223624718,0.05074422528902067,0.5324280553740155,1031.1956064197268,4.052355145824723,0.9269186849314323,1470,Yes,7.334453821182251
20,0.1,0.01,4,-6.924553031422002,0.029658656587313054,0.4765143118989734,0.037390690067398785,0.5008278694714484,1016.9396279667902,4.079400682466361,0.9244568556596877,1270,Yes,6.401135683059692
20,0.1,0.01,5,-6.950270136703825,0.03069005168786045,0.5022322923571054,0.037246681144807274,0.5246214303596288,1043.4315592742169,3.939464278269278,0.931223975642024,1120,Yes,5.778378248214722
40,0.1,0.01,1,-6.980478264848655,0.04225543052518818,0.5002354296771161,0.052143993760363605,0.5298174881133655,1075.4325856224245,3.606371310548712,0.9536549681777536,1540,Yes,9.809875011444092
40,0.1,0.01,2,-6.964860641925668,0.036039336145066075,0.4977167824660662,0.05339283961430752,0.5351871030174862,1058.76735936433,3.5768585487811553,0.9534897336050545,1690,Yes,10.493543148040771
40,0.1,0.01,3,-6.955328927251061,0.04042880605441816,0.4902156752438487,0.05496445322957063,0.5245555355367806,1048.7234349427456,3.5553549559009454,0.9569603307399777,1110,Yes,7.519791126251221
40,0.1,0.01,4,-6.954618412582483,0.052175459144302834,0.5046798504818585,0.056457839882793424,0.5198708143829702,1047.978566210353,3.5732313513817555,0.9568663580110466,1450,Yes,9.307229042053223
40,0.1,0.01,5,-6.989338200070566,0.040667650040591814,0.5079925974567363,0.053072550632104996,0.5483007764575151,1085.0031834988374,3.633704411899027,0.954341608914918,1210,Yes,8.053481340408325
60,0.1,0.01,1,-7.024990589812436,0.04158835366885306,0.4977341193253253,0.049348100328635486,0.529279506621339,1124.3839782912473,3.340598402918387,0.9644323743994602,1220,Yes,10.38399863243103
60,0.1,0.01,2,-7.013759507803591,0.042789487736766094,0.5098859561647542,0.062394098953321146,0.5565042535029974,1111.826578212676,3.3987687824897885,0.9664640945657482,1230,Yes,10.592847347259521
60,0.1,0.01,3,-7.006532637170351,0.04143636333607698,0.5083053503835404,0.05871217826970949,0.5528054909936574,1103.8205155995247,3.3668101988881496,0.9665246051580926,1150,Yes,9.97364354133606
60,0.1,0.01,4,-6.984328418195607,0.04036312654650463,0.509122161425327,0.047360444197934594,0.5307150944719008,1079.5811471656905,3.371646190453799,0.967125057240809,1560,Yes,12.446012020111084
60,0.1,0.01,5,-6.980267446263645,0.042126258237927434,0.5086073380521317,0.05700584862210488,0.5433922289296295,1075.2058883432896,3.3821345697386143,0.9674939871534112,2200,Yes,16.7116539478302
80,0.1,0.01,1,-7.01983034741202,0.036038892418132386,0.5077195511299748,0.04663049338789933,0.5493873247986671,1118.596828800937,3.195595988036163,0.9717624581282254,1120,Yes,11.497382402420044
80,0.1,0.01,2,-7.004335863888658,0.03395372380533858,0.4994180628510603,0.03954983682266588,0.5371856352887823,1101.3983336494491,3.171140825213832,0.9739493806873215,1440,Yes,13.92050552368164
80,0.1,0.01,3,-7.010222932905384,0.03526040415827881,0.5001325064663573,0.04618074649893389,0.5343275583011874,1107.901465064393,3.160216832436337,0.9714348178909179,1260,Yes,12.803982973098755
80,0.1,0.01,4,-6.989008567090925,0.04175388563255456,0.5122666718187583,0.04602690373312783,0.5333312090634976,1084.6455896071486,3.1778488044057593,0.9743086864627298,2360,Yes,20.679344415664673
80,0.1,0.01,5,-6.991422942244807,0.04347278792513696,0.5004146150651553,0.050773167942084044,0.5372588144970717,1087.267494827237,3.214244499274217,0.9717714761133515,1780,Yes,16.537564516067505
100,0.1,0.01,1,-7.066226717195775,0.03158357725378678,0.4934555454576985,0.03063024326886527,0.5177533891449437,1171.7184573750098,3.107597246839362,0.972791370482895,1370,Yes,16.04373073577881
