Gamma,Alpha,Eta,Run_Index,Live_Topics,LL_per_word,Weighted_NPMI,Weighted_Cv,Unweighted_NPMI,Unweighted_Cv,Perplexity,Weighted_Renyi_Entropy,JSD_Diversity,Iterations,Converged,Time_sec
0.1,2.0,0.01,5,9,-6.722879181635853,0.0165492844833438,0.4669988848944977,-0.1684751904137577,0.4147364781653355,831.2072662581745,5.64454544594548,0.925179324108346,1110,Yes,10.18572449684143
0.1,2.0,0.01,1,10,-6.717512218705922,0.0106326249487821,0.4640170957691311,-0.1336215901482773,0.4193948612267509,826.7581574535375,5.6744453120633445,0.9588029088769552,1520,Yes,13.184018850326538
0.1,2.0,0.05,5,6,-6.660723149656671,0.0193591853554736,0.4841211584487178,-0.1453239343028895,0.4736004511206569,781.1155964109781,5.661276948352774,0.8992799232418062,1400,Yes,11.49083399772644
0.1,2.0,0.05,2,8,-6.67288235298651,0.0191658685060181,0.4830591460710781,-0.142531673471496,0.4263369046457133,790.6713170155996,5.648146899925799,0.9320194112440422,1140,Yes,10.32283878326416
0.1,2.0,0.05,4,11,-6.640236376034336,0.0124767171292482,0.4777751345045532,-0.0883448749304692,0.4511058595882665,765.2758645163797,5.579299642886127,0.9398585304318726,1100,Yes,11.06885051727295
0.1,2.0,0.1,2,5,-6.659065129618986,0.0219124238559907,0.4631717301451657,-0.1828366352417056,0.4620067931765372,779.8215641625235,5.666279385835602,0.8906994127998192,1290,Yes,10.581300497055054
0.1,2.0,0.1,5,6,-6.64290491814877,0.0202882067974309,0.485356268963315,-0.1584964577439641,0.4657449816154424,767.3207626248662,5.680357596702523,0.9028654536270672,1060,Yes,9.169354438781738
0.1,2.0,0.1,4,7,-6.629948460809775,0.012502778706499,0.4768826941205907,-0.0647992656193064,0.4795672366459979,757.4431316301528,5.6609461457010894,0.8890138459998919,1160,Yes,10.059494733810425
0.1,2.0,0.5,5,3,-6.599978172543978,0.0193323000942587,0.4822241742583373,-0.1418120553026078,0.4659459886725241,735.0791441591703,5.71846837930442,0.797726952981732,1220,Yes,9.308210849761965
0.1,2.0,0.5,2,4,-6.610267030273235,0.0181447067483285,0.4813835199421533,-0.1605088160922505,0.438343327710507,742.6813106337772,5.713641066171996,0.8785630677580126,1080,Yes,9.24690556526184
0.1,2.0,0.5,1,3,-6.603616468776534,0.0108071884084597,0.4467225838246688,-0.1341663008696865,0.4597793339228403,737.758450940336,5.747422843178441,0.7387003792071546,1060,Yes,8.471627473831177
0.1,2.0,1.0,2,3,-6.596807579079143,0.0190245833926584,0.484987385938695,-0.1928857159668348,0.4652377433398319,732.7521978782316,5.746797186119077,0.8442431225618275,1220,Yes,9.168018817901611
0.1,2.0,1.0,5,3,-6.596567754740115,0.0185893510096168,0.4837066825322476,-0.1820401225682625,0.4560446097440642,732.5764871374026,5.744614143071453,0.8561128489535355,1100,Yes,8.565028667449951
0.1,2.0,1.0,1,3,-6.590655653800049,0.0099290515881523,0.4647036166677586,-0.2186936276647803,0.4689114086330721,728.2581986558876,5.774158711075094,0.8663465948986215,1060,Yes,8.074909687042236
0.1,2.0,2.0,3,2,-6.60495710233178,0.0126245726673426,0.4660640424667155,-0.1775281756230381,0.4932003800505331,738.748177957722,5.829408901001615,0.7519852949839195,1070,Yes,9.07880401611328
0.1,2.0,2.0,2,3,-6.60085936212942,0.0099605864328062,0.4754391400241546,-0.1226934656679899,0.4480007211028857,735.7271737219967,5.796405271635115,0.8872851153255272,1080,Yes,8.810474395751953
0.1,2.0,2.0,5,3,-6.598179537311418,0.0095998487166026,0.4753537973794747,-0.1974878961303691,0.465734311680364,733.7581932223288,5.802390284245409,0.8659681732471389,1060,Yes,8.405282258987427
0.1,2.0,5.0,2,2,-6.6406411474000935,0.0214859200585887,0.4859457312511741,-0.1689690998858558,0.5085183912452096,765.5856889730453,5.942028562851264,0.7793695809558082,1060,Yes,9.20553469657898
0.1,2.0,5.0,1,2,-6.6460841671807245,0.0157220978214246,0.4686547449388311,0.0099602059529838,0.4636568647288111,769.7641484245406,5.981433700293072,0.2536672371453328,1060,Yes,8.597777843475342
0.1,2.0,5.0,3,3,-6.640844760539296,0.0148297358941539,0.4668579098280375,-0.1435034381242723,0.4612857685069919,765.7415881495274,5.960518813602106,0.8842246283290617,1060,Yes,8.337560176849365
0.1,5.0,0.01,5,8,-6.725700001817765,0.0207016977086393,0.4854774793273529,-0.0952595688728984,0.4045955205879107,833.5552625709587,5.65582244500798,0.9627149102864788,2720,Yes,19.0435848236084
0.1,5.0,0.01,3,8,-6.7421727369488655,0.0125202304082638,0.4860434298417447,-0.0494754855001684,0.4731615745459619,847.3999142061833,5.650999184352497,0.9564835290889177,1120,Yes,9.66547918319702
0.1,5.0,0.01,2,7,-6.717142344567487,0.0101225359210828,0.4745305199509979,-0.1670453534545562,0.4655978290533221,826.4524175384843,5.634934136073451,0.93450904979698,1520,Yes,12.585692644119264
0.1,5.0,0.05,5,6,-6.661376074271141,0.0195991702326618,0.4861423388604091,-0.1299013310962325,0.4644632139811612,781.6257725457749,5.669666601710146,0.9500421517291288,1680,Yes,12.931168794631958
0.1,5.0,0.05,2,7,-6.64260474777653,0.0130330579382708,0.4749067394770159,-0.0832032430349803,0.4444973803211478,767.0904702311276,5.640779920872896,0.9259954214145738,1140,Yes,9.720109462738035
0.1,5.0,0.05,1,5,-6.669632200165807,0.0116850320686879,0.4846338867109893,-0.1239969327518004,0.4605785658257081,788.10568600928,5.682852209924789,0.9256556179301856,1130,Yes,9.499480485916138
