parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,36,0.6534688457058251,0.03087015825598186,0.5740951346424229,34920,970,0.5,0.05
1,2,255,0.6359389137340411,0.07253598983552524,0.665556508464832,73605,970,0.5,0.05
