layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,-0.009965338949301725,0.49937489859630235,-0.7125585280638077,-0.009965338949301725,0.49937489859630235,-0.7125585280638077,,,,5,0.5,0.05,0.05,3
1,36,970,26.944444444444443,0.10756903166550551,0.6167677568430913,-1.2973960731348881,0.06382513272443509,0.5573334099742387,-2.503026129403195,0.10299905851862017,0.13706035008596618,1.3600826461986923,5,0.5,0.05,0.05,3
2,255,970,3.803921568627451,0.06212722098683009,0.5483570058672375,-2.9436666347643126,0.050651988967626994,0.5448521787946684,-3.0574424138451395,0.14157761674558658,0.15875734652371318,2.0858556770587233,5,0.5,0.05,0.05,3
