parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,62,0.6279936826244844,0.022864020560771397,0.6119492529384023,60140,970,0.05,0.05
1,2,212,0.5649820934535474,0.06942720430183043,0.6150306987020467,16271,970,0.05,0.05
