layer,node_count,total_branches,avg_branching_factor,std_branching_factor,non_leaf_nodes,non_leaf_avg_branching,total_documents,gini_doc_distribution,gini_branch_distribution,alpha
0,1,62,62.0,0.0,1,62.0,970,0.0,0.0,0.05
1,62,212,3.4193548387096775,3.765498669356849,62,3.4193548387096775,970,0.6007316262055203,0.3311016433353622,0.05
2,212,0,0.0,0.0,0,0.0,970,0.5436199183038319,0.0,0.05
