node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_used,alpha_folder,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,5.062161248685741,828,1490,0.5557046979865772,0.05,0.05,2.0,175,970,0,,"[1,59,235,184,391,1149,1603,869,5077,5369,2071,3748,5749,2118,988,4058,145,7389,4998,5631,114,808,5331,7969,6896,2255,1126,3785,6175,3775,3598,8518,53,473,128,8712,24,5712,350,5589,7904,8892,7061,1016,9224,1476,97,9056,9328,3,9122,9195,1608,7752,8600,8209,6691,9429,922,8539,8267,9355]",62
1,5.205325068017085,579,1490,0.3885906040268456,0.05,0.05,2.0,175,468,1,0.0,"[2,162,329,358,516,602,611,825,1026,1303,1518,1645,2494,2922,3474,3589,5599,7833,7836,7948,8027,8105,8446,8689,8916,9119,9378,9416,9505,9646,9657]",31
2,5.443630290131234,941,1490,0.6315436241610738,0.05,0.05,2.0,175,300,2,1.0,,0
3,4.649914453877551,55,1490,0.0369127516778523,0.05,0.05,2.0,175,8,1,0.0,"[9405,9545,9629]",3
24,4.6817104756559,52,1490,0.0348993288590604,0.05,0.05,2.0,175,8,1,0.0,"[8879,9398,9539,9647]",4
53,4.139732188344643,42,1490,0.0281879194630872,0.05,0.05,2.0,175,5,1,0.0,"[8743,9492]",2
59,4.763773839938082,39,1490,0.0261744966442953,0.05,0.05,2.0,175,5,1,0.0,"[102,9527,9612]",3
97,4.229184238848477,49,1490,0.0328859060402684,0.05,0.05,2.0,175,6,1,0.0,"[9285,9642]",2
102,4.644491567861974,61,1490,0.0409395973154362,0.05,0.05,2.0,175,2,2,59.0,,0
114,4.4465294962411255,102,1490,0.0684563758389261,0.05,0.05,2.0,175,8,1,0.0,"[7883,9658]",2
128,4.144716517141444,81,1490,0.0543624161073825,0.05,0.05,2.0,175,20,1,0.0,"[8827,8934,9034,9494,9498,9639]",6
145,4.372438712494751,64,1490,0.0429530201342281,0.05,0.05,2.0,175,13,1,0.0,"[7266,8939,9389]",3
162,4.069814482230616,106,1490,0.0711409395973154,0.05,0.05,2.0,175,9,2,1.0,,0
184,4.633548966719779,22,1490,0.0147651006711409,0.05,0.05,2.0,175,8,1,0.0,"[617,9490]",2
235,4.730508878574587,56,1490,0.0375838926174496,0.05,0.05,2.0,175,15,1,0.0,"[425,7745,9582,9641]",4
329,4.233714222385103,81,1490,0.0543624161073825,0.05,0.05,2.0,175,5,2,1.0,,0
350,4.446910191036294,55,1490,0.0369127516778523,0.05,0.05,2.0,175,4,1,0.0,"[8947,9414]",2
358,4.0944214854547765,92,1490,0.061744966442953,0.05,0.05,2.0,175,6,2,1.0,,0
391,5.6899264459229615,19,1490,0.0127516778523489,0.05,0.05,2.0,175,10,1,0.0,"[1074,8440]",2
425,4.31332545693937,82,1490,0.0550335570469798,0.05,0.05,2.0,175,7,2,235.0,,0
473,3.7670872988873625,71,1490,0.0476510067114094,0.05,0.05,2.0,175,12,1,0.0,"[8777,9031,9238,9575]",4
516,4.521060809387291,126,1490,0.0845637583892617,0.05,0.05,2.0,175,9,2,1.0,,0
602,4.467108200672422,140,1490,0.0939597315436241,0.05,0.05,2.0,175,11,2,1.0,,0
