layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,-0.001304814325548797,0.4947950240613893,-0.5686008135466442,-0.001304814325548797,0.4947950240613893,-0.5686008135466442,,,,5,0.05,0.05,0.05,3
1,62,970,15.64516129032258,0.05514169555530967,0.6200947188207795,-2.043327070980325,0.07190500747059575,0.5650117534686909,-2.443784734201654,0.12099472573363042,0.14035443523476537,1.0511841696854927,5,0.05,0.05,0.05,3
2,212,970,4.5754716981132075,0.05401983599072056,0.532751820243846,-2.263296650764277,0.05895138122009187,0.561056661783881,-2.769098416972864,0.13677371938557306,0.14238027284176813,1.440169892277503,5,0.05,0.05,0.05,3
