layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.02149164398824953,0.4749100529432076,-0.7052494127851231,0.02149164398824953,0.47491005294320765,-0.7052494127851231,,,,10,0.1,0.05,3,0.1
2,262,970,3.7022900763358777,-0.0038464936673680374,0.45221700065740644,-3.370789292381543,-0.02623167595403602,0.44633370250121873,-3.4156572790394906,0.10834664878328194,0.15854574158981571,1.5449210104409792,10,0.1,0.05,3,0.1
1,59,970,16.440677966101696,-0.009946668312587349,0.4630169259957896,-2.7354538078422133,-0.051404487069441604,0.38971528478231077,-3.370813477289841,0.12497492693755917,0.1205989826281472,1.8760633613989353,10,0.1,0.05,3,0.1
