layer,node1_id,node2_id,js_distance,node1_doc_count,node2_doc_count
1,1,4964,0.673965347832729,370,10
1,1,12641,0.7166316442864811,370,11
1,1,3,0.6782927626070024,370,24
1,1,5794,0.6979384073916023,370,7
1,1,4939,0.7271212352824179,370,6
1,1,10126,0.6910999197272715,370,7
1,1,4978,0.6569708459599705,370,7
1,1,5394,0.6887395334396444,370,9
1,1,2320,0.7444733050162297,370,30
1,1,6,0.7509220197464431,370,21
1,1,4455,0.6839384978112595,370,15
1,1,7892,0.6888002465618454,370,8
1,1,5947,0.6554568842931177,370,5
1,1,2357,0.731593970436284,370,12
1,1,9295,0.6973243587969693,370,7
1,1,412,0.6785230278972685,370,8
1,1,2190,0.6726987381950527,370,8
1,1,6545,0.6906503963507196,370,13
1,1,2678,0.6566378767262216,370,2
1,1,953,0.6644248749638044,370,17
1,1,3571,0.6616418112070508,370,14
1,1,606,0.7025233272068451,370,11
1,1,6077,0.6718380786370435,370,10
1,1,5253,0.6937133158826796,370,14
1,1,2386,0.6335023700280455,370,8
1,1,983,0.7200419302019866,370,17
1,1,10455,0.7058767386618126,370,16
1,1,14504,0.6725972932907798,370,11
1,1,137,0.7156796725885496,370,22
1,1,937,0.6969525370696232,370,15
1,1,6499,0.694143087230747,370,8
1,1,9514,0.695248372572382,370,10
1,1,5756,0.6456752947413285,370,17
1,1,9599,0.6503320670410365,370,7
1,1,3523,0.6831170216528589,370,13
1,1,2088,0.667975275011723,370,6
1,1,13483,0.6797996546624759,370,8
1,1,4653,0.6832094309989762,370,11
1,1,725,0.6916455708924885,370,9
1,1,8569,0.624725600577032,370,19
1,1,14657,0.6766579790509613,370,13
1,1,11017,0.6171652522257995,370,9
1,1,143,0.6914260535045537,370,10
1,1,2917,0.7133680298305994,370,11
1,1,16816,0.681254615571239,370,15
1,1,16961,0.6771836883712381,370,4
1,1,17033,0.688051750299239,370,10
1,1,17189,0.6986433155439854,370,10
1,1,17295,0.6355339428498602,370,2
1,1,18133,0.6809815963721045,370,7
1,1,18332,0.6665615870889192,370,5
1,1,18438,0.6423394614342165,370,1
1,1,18492,0.6697976395529556,370,7
1,1,18835,0.6911552374278339,370,4
1,1,18968,0.6579048744772853,370,7
1,1,19031,0.7005599370332669,370,7
1,1,19045,0.6451217583170117,370,3
1,1,19110,0.6604363165501074,370,2
1,4964,12641,0.5542499900984752,10,11
1,4964,3,0.6327699119953597,10,24
1,4964,5794,0.4833392893965797,10,7
1,4964,4939,0.5784779727930716,10,6
1,4964,10126,0.531137506740159,10,7
1,4964,4978,0.5256441640224226,10,7
1,4964,5394,0.5704819736283376,10,9
1,4964,2320,0.6192839948244491,10,30
1,4964,6,0.6285253340685003,10,21
1,4964,4455,0.48861269409252583,10,15
1,4964,7892,0.48160328015041487,10,8
