depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.2,0.1,0,4.842830765137571,0.0,1
3,0.05,0.2,0.1,1,4.578545450077511,0.5818134426777728,31
3,0.05,0.2,0.1,2,4.2618020694948555,0.6092921527883642,125
