layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.02714082459492614,0.48195586138003393,-0.7288548068567978,0.02714082459492614,0.48195586138003393,-0.7288548068567978,,,,10,0.1,0.05,3,0.1
1,31,970,31.29032258064516,-0.025094671107226064,0.4799933325257344,-2.5174952284021606,-0.061357954600117656,0.407123192258683,-3.6847447231217734,0.09744639778730384,0.14802284247404832,1.7242309488885086,10,0.1,0.05,3,0.1
2,125,970,7.76,0.002882757978083809,0.472161251117807,-3.169047066082846,-0.032620528139565244,0.47314071526015267,-3.612464175942412,0.11455993461582582,0.17958988827059266,1.9713560519815558,10,0.1,0.05,3,0.1
