layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,4.922475584326626,0.1
1,41,820,820,373.6559596975756,0.45567799963118977,970,5.137861682427681,0.1
2,173,14878,14878,7444.428551493318,0.5003648710507674,970,5.035148815797678,0.1
