layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,eta,gamma,depth,alpha
0,1,970,970.0,0.0001708733172972973,0.4710174746795587,-0.6365836689936397,0.0001708733172972973,0.4710174746795587,-0.6365836689936397,,,,0.1,0.05,3,0.1
1,41,970,23.658536585365855,0.02214402604862858,0.5810443982980626,-2.2671059233228616,0.01837940879650182,0.5615727472536562,-2.956766674162436,0.13240405749790204,0.14598147239078096,2.1379045093545894,0.1,0.05,3,0.1
2,173,970,5.606936416184971,0.08500832373134373,0.5613301098107498,-2.7648500723456246,0.08021401433126657,0.570488830864733,-2.995948340428217,0.15154180780305596,0.15685548370756414,1.9834725300960419,0.1,0.05,3,0.1
