parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,45,0.6395156161576401,0.0369386158041411,0.5549765967756674,43650,970,0.5,0.05
1,2,236,0.6266535663886876,0.08548786345597759,0.6604749091001699,64642,970,0.5,0.05
