depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.5,0,4.977410181515256,0.0,1
3,0.05,0.05,0.5,1,4.201842756543429,0.6310706350413932,45
3,0.05,0.05,0.5,2,3.6280126267961172,0.6541513266142883,236
