parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,45,0.6395156161576401,0.0369386158041411,0.642761938700668,0.48790159974108055,0.7064020553437244,43650,970,0.5,0.05
1,2,236,0.6266535663886876,0.08548786345597759,0.6611970607617541,0.25116332479666625,0.7396625923973532,64642,970,0.5,0.05
