layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,-0.009965338949301725,0.49937489859630235,-0.7125585280638077,-0.009965338949301725,0.49937489859630235,-0.7125585280638077,,,,5,0.5,0.05,0.05,3
1,45,970,21.555555555555557,0.04475454016905948,0.5497182278913115,-1.3258605172633788,0.04077567173537829,0.5476813499455937,-2.638101400366992,0.1270754852056519,0.13318881850636008,1.5072639696065118,5,0.5,0.05,0.05,3
2,236,970,4.110169491525424,0.0624623924299686,0.5537894721269729,-3.088290903566211,0.05082956849584453,0.5423520238108548,-3.0214763641279316,0.13724535111496244,0.15897011337852796,2.051108983621236,5,0.5,0.05,0.05,3
