layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used,alpha_folder
0,1,0,0,0.0,0.0,970,4.981351459015385,0.05,0.5
1,45,990,990,551.0288749784817,0.5565948232105875,970,4.580758684532104,0.05,0.5
2,236,27730,27730,16067.502895079002,0.5794267181781104,970,4.468887404564106,0.05,0.5
