parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,45,0.639515616158636,0.5869827831138311,0.03693861580410994,0.6427619387016675,0.48790159974197916,0.7064020553446164,0.5,0.05
1,2,236,0.6266535663888844,0.6580753829613891,0.08548786345612026,0.6611970607622115,0.25116332479666653,0.7396625923977449,0.5,0.05
