parent_layer,child_layer,parent_node_id,child_node_id,js_distance,parent_doc_count,child_doc_count,alpha,eta_used
0,1,0,1,0.48790159974108055,970,594,0.5,0.05
0,1,0,306,0.6611130596842087,970,12,0.5,0.05
0,1,0,607,0.6290967630099075,970,11,0.5,0.05
0,1,0,501,0.6421216310492943,970,11,0.5,0.05
0,1,0,171,0.6620083381568621,970,10,0.5,0.05
0,1,0,152,0.6953810685881878,970,35,0.5,0.05
0,1,0,155,0.6864423654087842,970,17,0.5,0.05
0,1,0,114,0.6574359529971621,970,17,0.5,0.05
0,1,0,2196,0.6453121901187868,970,10,0.5,0.05
0,1,0,1108,0.670583219101291,970,27,0.5,0.05
0,1,0,265,0.6529682065601103,970,13,0.5,0.05
0,1,0,7592,0.6437990500457129,970,9,0.5,0.05
0,1,0,25,0.7064020553437244,970,25,0.5,0.05
0,1,0,2281,0.6396722306553553,970,6,0.5,0.05
0,1,0,1570,0.6586776180476474,970,11,0.5,0.05
0,1,0,9562,0.6142999541286439,970,4,0.5,0.05
0,1,0,10247,0.6532496440318235,970,7,0.5,0.05
0,1,0,256,0.6871335424177342,970,13,0.5,0.05
0,1,0,5573,0.6297091201358886,970,4,0.5,0.05
0,1,0,4759,0.6657739621987513,970,10,0.5,0.05
0,1,0,8783,0.6366208966786158,970,5,0.5,0.05
0,1,0,249,0.655145033186036,970,11,0.5,0.05
0,1,0,3785,0.6644089558102446,970,8,0.5,0.05
0,1,0,6583,0.671981596126259,970,7,0.5,0.05
0,1,0,11513,0.642005476175187,970,4,0.5,0.05
0,1,0,308,0.6620588415183122,970,9,0.5,0.05
0,1,0,166,0.6787000206381731,970,16,0.5,0.05
0,1,0,12983,0.6125072899646655,970,6,0.5,0.05
0,1,0,1812,0.6525643481202419,970,4,0.5,0.05
0,1,0,4230,0.6259707936273265,970,6,0.5,0.05
0,1,0,12822,0.6147506713522153,970,5,0.5,0.05
0,1,0,12860,0.6297447801331219,970,1,0.5,0.05
0,1,0,11985,0.642761938700668,970,4,0.5,0.05
0,1,0,8703,0.6517277016413662,970,5,0.5,0.05
0,1,0,8158,0.6260450228714037,970,7,0.5,0.05
0,1,0,87,0.6538612840430298,970,9,0.5,0.05
0,1,0,13296,0.6369754880614963,970,2,0.5,0.05
0,1,0,13059,0.5808784915187327,970,2,0.5,0.05
0,1,0,12995,0.6151857246635185,970,2,0.5,0.05
0,1,0,12937,0.5814272583452089,970,1,0.5,0.05
0,1,0,13315,0.6390877773556376,970,2,0.5,0.05
0,1,0,11896,0.5879198189112139,970,1,0.5,0.05
0,1,0,13375,0.6193646480494577,970,3,0.5,0.05
0,1,0,13378,0.5808784915187327,970,1,0.5,0.05
0,1,0,13301,0.6265488066619842,970,3,0.5,0.05
1,2,1,2,0.7236668081096804,594,36,0.5,0.05
1,2,1,39,0.7089521277710125,594,12,0.5,0.05
1,2,1,81,0.7072683527782708,594,6,0.5,0.05
1,2,1,93,0.7037195282636788,594,8,0.5,0.05
1,2,1,116,0.7247208213278773,594,9,0.5,0.05
1,2,1,210,0.7229787699219783,594,7,0.5,0.05
1,2,1,310,0.6982483091886749,594,8,0.5,0.05
1,2,1,329,0.6722948693364881,594,7,0.5,0.05
1,2,1,375,0.694360171130225,594,7,0.5,0.05
1,2,1,451,0.6896962736969755,594,10,0.5,0.05
1,2,1,473,0.6640792900449836,594,10,0.5,0.05
1,2,1,721,0.696596855025863,594,11,0.5,0.05
1,2,1,733,0.7097966375802792,594,8,0.5,0.05
1,2,1,756,0.7214365854291237,594,10,0.5,0.05
1,2,1,1021,0.6967569767954856,594,5,0.5,0.05
1,2,1,1099,0.7065459913281118,594,9,0.5,0.05
1,2,1,1196,0.7012148687061471,594,5,0.5,0.05
1,2,1,1401,0.6863518877093114,594,10,0.5,0.05
1,2,1,1675,0.7396625923973532,594,12,0.5,0.05
1,2,1,1690,0.6857595112176001,594,12,0.5,0.05
1,2,1,1710,0.6880707999901611,594,7,0.5,0.05
1,2,1,1938,0.7144241373234039,594,12,0.5,0.05
1,2,1,1982,0.7261323694683772,594,10,0.5,0.05
1,2,1,2224,0.6655223545965342,594,7,0.5,0.05
1,2,1,2243,0.7083608743951574,594,9,0.5,0.05
1,2,1,2258,0.7091476420164983,594,16,0.5,0.05
1,2,1,2378,0.6814085660854262,594,4,0.5,0.05
1,2,1,2874,0.669817659460268,594,6,0.5,0.05
1,2,1,2886,0.6841635949105226,594,6,0.5,0.05
1,2,1,3758,0.714869836809894,594,5,0.5,0.05
1,2,1,3876,0.6861761353862319,594,6,0.5,0.05
1,2,1,4099,0.6749801027985586,594,3,0.5,0.05
1,2,1,4366,0.7089014023998269,594,5,0.5,0.05
1,2,1,4527,0.6703323291195068,594,5,0.5,0.05
1,2,1,4533,0.7055522235825539,594,7,0.5,0.05
1,2,1,5231,0.6644984730537125,594,5,0.5,0.05
1,2,1,5717,0.7000463626646023,594,5,0.5,0.05
1,2,1,6148,0.690934442948038,594,7,0.5,0.05
1,2,1,6418,0.6884583999772448,594,3,0.5,0.05
1,2,1,6667,0.714926216826805,594,5,0.5,0.05
1,2,1,6744,0.7064527246806219,594,8,0.5,0.05
1,2,1,6882,0.696702744063679,594,8,0.5,0.05
1,2,1,7148,0.6927406687220532,594,3,0.5,0.05
1,2,1,7193,0.679669737760067,594,4,0.5,0.05
1,2,1,7854,0.6893032706905144,594,4,0.5,0.05
1,2,1,8105,0.6943213453437693,594,5,0.5,0.05
1,2,1,8292,0.7154676435156049,594,6,0.5,0.05
1,2,1,8386,0.7084287063914728,594,8,0.5,0.05
1,2,1,8540,0.6625351254032232,594,6,0.5,0.05
1,2,1,8789,0.7040560240471986,594,8,0.5,0.05
1,2,1,9133,0.6948708743152271,594,7,0.5,0.05
1,2,1,9552,0.6937575467897709,594,5,0.5,0.05
1,2,1,9604,0.6617592213814845,594,4,0.5,0.05
1,2,1,9757,0.6937975897093636,594,5,0.5,0.05
1,2,1,9760,0.6959416366568302,594,8,0.5,0.05
1,2,1,9766,0.680668663080713,594,3,0.5,0.05
1,2,1,10007,0.7025965937041635,594,8,0.5,0.05
1,2,1,10338,0.6815533546969805,594,3,0.5,0.05
1,2,1,10671,0.6984109398300187,594,5,0.5,0.05
1,2,1,10715,0.7165034142635408,594,8,0.5,0.05
1,2,1,10905,0.6810844664762116,594,3,0.5,0.05
1,2,1,11031,0.6602942540208266,594,4,0.5,0.05
1,2,1,11192,0.7007322793515212,594,4,0.5,0.05
1,2,1,11472,0.6674181293663497,594,4,0.5,0.05
1,2,1,11677,0.6948996713962956,594,3,0.5,0.05
1,2,1,11698,0.696790623057778,594,5,0.5,0.05
1,2,1,11787,0.7138418464655863,594,8,0.5,0.05
1,2,1,11921,0.6698782898664246,594,3,0.5,0.05
1,2,1,12124,0.7021889986626138,594,5,0.5,0.05
1,2,1,12321,0.6853388868238578,594,2,0.5,0.05
1,2,1,12391,0.6950965714718295,594,3,0.5,0.05
1,2,1,12443,0.6784296017664616,594,4,0.5,0.05
1,2,1,12548,0.6786178600379537,594,3,0.5,0.05
1,2,1,12620,0.7040196154336302,594,6,0.5,0.05
1,2,1,12762,0.6921950754657175,594,5,0.5,0.05
1,2,1,12780,0.6822989239729507,594,2,0.5,0.05
1,2,1,12812,0.6672402824204755,594,3,0.5,0.05
1,2,1,12832,0.6807868543651304,594,4,0.5,0.05
1,2,1,12836,0.6638316029923937,594,2,0.5,0.05
1,2,1,12903,0.6684986738355364,594,2,0.5,0.05
1,2,1,12955,0.687227123978812,594,3,0.5,0.05
1,2,1,12958,0.7026002256505663,594,4,0.5,0.05
1,2,1,13002,0.68462866028981,594,3,0.5,0.05
1,2,1,13023,0.6661825755798015,594,2,0.5,0.05
1,2,1,13044,0.7234670709814365,594,6,0.5,0.05
1,2,1,13053,0.6606349001420236,594,3,0.5,0.05
1,2,1,13138,0.7141417538324549,594,6,0.5,0.05
1,2,1,13141,0.6817273463381577,594,4,0.5,0.05
1,2,1,13177,0.6966981317084308,594,4,0.5,0.05
1,2,1,13189,0.6740620235331298,594,2,0.5,0.05
1,2,1,13228,0.6711764613422153,594,2,0.5,0.05
1,2,1,13244,0.6486290313834491,594,1,0.5,0.05
1,2,1,13270,0.6731303532738433,594,3,0.5,0.05
1,2,1,13321,0.680712149772373,594,3,0.5,0.05
1,2,1,13337,0.7026155608816185,594,1,0.5,0.05
1,2,1,13359,0.6707251700099024,594,2,0.5,0.05
1,2,1,13363,0.6813348710954542,594,3,0.5,0.05
1,2,1,13364,0.6732143868309931,594,2,0.5,0.05
1,2,1,13368,0.6806838532144567,594,2,0.5,0.05
1,2,1,13369,0.6681028907300209,594,3,0.5,0.05
1,2,1,13370,0.6683347818831147,594,1,0.5,0.05
1,2,1,13371,0.654382280035189,594,1,0.5,0.05
1,2,1,13372,0.6630563974923049,594,1,0.5,0.05
1,2,1,13391,0.6819037609956492,594,3,0.5,0.05
1,2,1,13394,0.6566675201258675,594,1,0.5,0.05
1,2,1,13407,0.6878102474903861,594,2,0.5,0.05
1,2,25,7722,0.6670176312605265,25,6,0.5,0.05
1,2,25,10661,0.668771739365066,25,3,0.5,0.05
1,2,25,12373,0.6400164094710759,25,2,0.5,0.05
1,2,25,12646,0.6518847795971405,25,4,0.5,0.05
1,2,25,12842,0.6176633126377,25,7,0.5,0.05
1,2,25,13288,0.6175384120229076,25,2,0.5,0.05
1,2,25,13397,0.6282966017634384,25,1,0.5,0.05
1,2,87,13263,0.585688762191468,9,5,0.5,0.05
1,2,87,13345,0.6005821936614625,9,2,0.5,0.05
1,2,87,13389,0.5497912770644566,9,1,0.5,0.05
1,2,87,13402,0.5180928845090121,9,1,0.5,0.05
1,2,114,3145,0.6910535909826064,17,5,0.5,0.05
1,2,114,13161,0.6305311438689706,17,2,0.5,0.05
1,2,114,13308,0.6381073321222605,17,2,0.5,0.05
1,2,114,13362,0.6784625923449508,17,2,0.5,0.05
1,2,114,13387,0.6374877320840239,17,2,0.5,0.05
1,2,114,13390,0.664340604503121,17,2,0.5,0.05
1,2,114,13395,0.6520687908431365,17,1,0.5,0.05
1,2,114,13409,0.653230567007224,17,1,0.5,0.05
1,2,152,2685,0.6963823376064877,35,7,0.5,0.05
1,2,152,2931,0.7093271119858631,35,9,0.5,0.05
1,2,152,9900,0.6870060869443602,35,4,0.5,0.05
1,2,152,12305,0.6750714215467252,35,1,0.5,0.05
1,2,152,12826,0.6564949739118248,35,4,0.5,0.05
1,2,152,13068,0.6638674322201813,35,2,0.5,0.05
1,2,152,13233,0.6480317027519973,35,4,0.5,0.05
1,2,152,13234,0.677336236386573,35,3,0.5,0.05
1,2,152,13377,0.6488246178385397,35,1,0.5,0.05
1,2,155,3046,0.6477203741862094,17,6,0.5,0.05
1,2,155,11371,0.6040410347024938,17,7,0.5,0.05
1,2,155,13027,0.6209264522455884,17,2,0.5,0.05
1,2,155,13309,0.5888994269275305,17,2,0.5,0.05
1,2,166,12978,0.6332841334212694,16,3,0.5,0.05
1,2,166,13055,0.6452656676271075,16,5,0.5,0.05
1,2,166,13201,0.6281569712299158,16,3,0.5,0.05
1,2,166,13347,0.6412211235311379,16,4,0.5,0.05
1,2,166,13411,0.6079100471914326,16,1,0.5,0.05
1,2,171,1246,0.630319417037369,10,8,0.5,0.05
1,2,171,13179,0.5375950510074269,10,2,0.5,0.05
1,2,249,12552,0.6112046000058966,11,3,0.5,0.05
1,2,249,12930,0.6535358436070354,11,2,0.5,0.05
1,2,249,13348,0.5728198338908381,11,2,0.5,0.05
1,2,249,13353,0.5816355702866725,11,2,0.5,0.05
1,2,249,13380,0.5912135534852082,11,1,0.5,0.05
1,2,249,13403,0.5748562796349456,11,1,0.5,0.05
1,2,256,10789,0.6419129733619038,13,7,0.5,0.05
1,2,256,13146,0.5978116838076855,13,3,0.5,0.05
1,2,256,13384,0.5441489361776356,13,1,0.5,0.05
1,2,256,13388,0.5567391454655873,13,1,0.5,0.05
1,2,256,13406,0.559939347315489,13,1,0.5,0.05
1,2,265,7596,0.6164630958322003,13,4,0.5,0.05
1,2,265,11763,0.5757410780597174,13,6,0.5,0.05
