parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.4881882500727287,970,541
1,1,2,2,0.6657978209886848,541,89
0,0,3,1,0.6561927215750945,970,30
0,0,6,1,0.6242472730978407,970,18
0,0,26,1,0.6181132580789291,970,10
1,1,28,2,0.6289872746385755,541,6
0,0,35,1,0.5988570439933913,970,3
3,1,40,2,0.5733054238490941,30,7
1,1,53,2,0.6387436151864212,541,16
1,1,66,2,0.6612395683347906,541,21
0,0,67,1,0.6091195629013771,970,10
1,1,71,2,0.6272863366482152,541,12
1,1,122,2,0.668616344955967,541,16
1,1,129,2,0.6247501834954735,541,10
0,0,137,1,0.6246218788443916,970,23
0,0,143,1,0.5992345338539545,970,10
1,1,166,2,0.6238131640204214,541,4
1,1,193,2,0.6553220696052348,541,9
1,1,214,2,0.6216806089532096,541,22
1,1,306,2,0.6360977932270715,541,10
1,1,321,2,0.6304126025814829,541,13
1,1,344,2,0.6561117370167792,541,12
137,1,406,2,0.5431776672345846,23,10
0,0,412,1,0.6319440484685498,970,12
412,1,413,2,0.5473223599417038,12,8
1,1,445,2,0.6233736750758858,541,7
1,1,449,2,0.6509880301486503,541,16
1,1,463,2,0.6272550315238815,541,14
1,1,481,2,0.6121461165273794,541,8
1,1,567,2,0.6188943379932457,541,8
1,1,581,2,0.6427411162475068,541,6
0,0,606,1,0.6347435983573697,970,17
606,1,607,2,0.5468844223777793,17,13
1,1,627,2,0.6881461054083033,541,20
0,0,725,1,0.6071707138971865,970,10
1,1,787,2,0.6308072446915248,541,15
1,1,887,2,0.6248757147854846,541,4
0,0,937,1,0.6180603180185655,970,16
0,0,953,1,0.6277096187409248,970,15
0,0,983,1,0.6056210141811701,970,14
1,1,999,2,0.6332260365249383,541,9
1,1,1046,2,0.6247649414124349,541,9
137,1,1246,2,0.5265308544027096,23,8
953,1,1249,2,0.537768361872219,15,8
1,1,1416,2,0.6348328015289892,541,11
0,0,1429,1,0.6369283373869283,970,9
1,1,1469,2,0.6290189924115928,541,4
1,1,1471,2,0.6267939947838135,541,10
0,0,1490,1,0.6289756967906435,970,16
0,0,1638,1,0.5889901085399687,970,2
725,1,1893,2,0.48497158002090424,10,7
1,1,1918,2,0.6650707685173886,541,9
0,0,2088,1,0.6162453970289703,970,6
1,1,2102,2,0.6416569508563431,541,10
937,1,2109,2,0.5029185253182585,16,5
0,0,2190,1,0.6304849042766688,970,14
0,0,2320,1,0.6302818481969298,970,23
1,1,2325,2,0.633430872329535,541,11
0,0,2357,1,0.6314883734806359,970,12
0,0,2386,1,0.6256296859868539,970,10
1,1,2431,2,0.6334947501411167,541,4
2320,1,2535,2,0.5233874328914213,23,8
0,0,2678,1,0.6352721997103059,970,11
2678,1,2679,2,0.538597354924243,11,9
606,1,2735,2,0.46579528029041645,17,3
0,0,2829,1,0.6299601590336658,970,9
0,0,2917,1,0.6178784046904561,970,23
2917,1,2918,2,0.5828611455026521,23,9
1,1,3037,2,0.6101441356115949,541,6
3,1,3047,2,0.5439144150962133,30,5
143,1,3074,2,0.4883974468551768,10,3
0,0,3154,1,0.6332479758354447,970,6
0,0,3357,1,0.6265645271995698,970,10
2386,1,3376,2,0.518743330801773,10,4
3357,1,3399,2,0.4923860139692414,10,3
6,1,3402,2,0.6077405821465529,18,6
1,1,3417,2,0.6121318017992047,541,3
1,1,3423,2,0.6066424841312368,541,3
1,1,3424,2,0.6241737689822536,541,8
983,1,3486,2,0.4824162798181326,14,5
0,0,3523,1,0.6002626871390148,970,5
2917,1,3542,2,0.5396227827489697,23,5
0,0,3571,1,0.6214554807412266,970,5
1,1,3625,2,0.6196041204677587,541,6
1,1,3678,2,0.6280169310208811,541,9
0,0,3691,1,0.6182616177919026,970,11
3691,1,3731,2,0.4860227043038952,11,8
2917,1,3737,2,0.5237627354605615,23,7
3571,1,3766,2,0.46723958535750043,5,5
0,0,3784,1,0.6282377246900037,970,12
3523,1,3808,2,0.42830540004652295,5,3
1,1,3817,2,0.6302988598914515,541,5
2829,1,3856,2,0.46061975317898257,9,6
0,0,3879,1,0.6326551208907637,970,8
2320,1,4008,2,0.5294063749922768,23,4
1,1,4014,2,0.6466593881888115,541,9
1,1,4031,2,0.6197022176208793,541,4
3784,1,4078,2,0.5149348916102837,12,6
0,0,4133,1,0.6172250106978019,970,6
2357,1,4162,2,0.53743978080305,12,4
983,1,4215,2,0.4818007997024813,14,6
26,1,4226,2,0.5326279131103879,10,9
2320,1,4230,2,0.5580395380003658,23,8
1,1,4259,2,0.6425894476273335,541,6
0,0,4279,1,0.6431483786610099,970,5
67,1,4289,2,0.4913531201607781,10,5
937,1,4330,2,0.5564845949746757,16,9
1,1,4343,2,0.618215080042312,541,3
0,0,4380,1,0.5986949246881851,970,9
2357,1,4384,2,0.5629478785512667,12,8
6,1,4392,2,0.5947564941883203,18,9
1,1,4409,2,0.6044848447194282,541,2
67,1,4414,2,0.3743244557922742,10,3
3357,1,4417,2,0.4879792754042664,10,6
1,1,4426,2,0.6529942581347425,541,8
3154,1,4429,2,0.5444099532616166,6,6
4380,1,4433,2,0.37868165743904825,9,3
4133,1,4435,2,0.49759931517610806,6,4
0,0,4436,1,0.5889901085399687,970,8
4436,1,4437,2,0.40601353572497484,8,3
0,0,4455,1,0.6271349445493797,970,6
4455,1,4456,2,0.5139910109480595,6,6
2190,1,4463,2,0.5580223975451959,14,6
0,0,4487,1,0.5999959925530933,970,2
