depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.1,0.1,0,4.915128326191401,0.0,1
3,0.05,0.1,0.1,1,4.363262307185412,0.6100257463585507,41
3,0.05,0.1,0.1,2,4.013872593832543,0.6333611464472898,173
