layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.922475584326626
1,41,820,820,373.655959697583,0.45567799963119876,970,5.137861682427681
2,173,14878,14878,7444.428551493353,0.5003648710507698,970,5.035148815797678
