depth,gamma,eta,alpha,layer,node_id,parent_id,entropy,doc_count,unique_words,total_words,path
3,0.05,0.1,0.1,0,0,,4.915128326191401,970,1490,36760,
3,0.05,0.1,0.1,1,1,,4.9447741390585565,541,1482,10256,
3,0.05,0.1,0.1,1,4133,,3.608624859587185,6,258,66,
3,0.05,0.1,0.1,1,3691,,3.622475394658183,11,430,59,
3,0.05,0.1,0.1,1,3571,,3.336658860524584,5,196,60,
3,0.05,0.1,0.1,1,2320,,3.5876161357962832,23,590,278,
3,0.05,0.1,0.1,1,2190,,4.090349294652303,14,490,291,
3,0.05,0.1,0.1,1,3357,,3.809588607439709,10,346,111,
3,0.05,0.1,0.1,1,4487,,2.505525936990736,2,167,14,
3,0.05,0.1,0.1,1,983,,2.987729320691189,14,460,37,
3,0.05,0.1,0.1,1,2678,,3.882058362687094,11,404,159,
3,0.05,0.1,0.1,1,4436,,0.0,8,376,0,
3,0.05,0.1,0.1,1,3784,,3.8041091416750823,12,495,74,
3,0.05,0.1,0.1,1,3,,4.361748693361505,30,713,342,
3,0.05,0.1,0.1,1,1490,,4.151790291104968,16,540,177,
3,0.05,0.1,0.1,1,2917,,4.010443514623341,23,590,183,
3,0.05,0.1,0.1,1,937,,3.812268180196293,16,523,107,
3,0.05,0.1,0.1,1,2386,,3.4902408805269913,10,354,146,
3,0.05,0.1,0.1,1,2357,,3.800133084353012,12,387,189,
3,0.05,0.1,0.1,1,137,,3.8455692804598707,23,566,91,
3,0.05,0.1,0.1,1,953,,3.8987777786781264,15,515,150,
3,0.05,0.1,0.1,1,6,,4.038412390105398,18,542,408,
3,0.05,0.1,0.1,1,2088,,2.742958550669499,6,267,67,
3,0.05,0.1,0.1,1,606,,4.066101349908706,17,490,96,
3,0.05,0.1,0.1,1,412,,3.8150284810823707,12,426,122,
3,0.05,0.1,0.1,1,3523,,2.197224577336219,5,276,12,
3,0.05,0.1,0.1,1,4279,,3.595968354997117,5,242,143,
3,0.05,0.1,0.1,1,4380,,2.5097883161647365,9,385,23,
3,0.05,0.1,0.1,1,26,,3.6931684886551626,10,413,107,
3,0.05,0.1,0.1,1,1429,,3.383292233588652,9,336,128,
3,0.05,0.1,0.1,1,3879,,3.605613472162354,8,345,93,
3,0.05,0.1,0.1,1,4621,,3.586292865338836,5,272,76,
3,0.05,0.1,0.1,1,725,,3.273684061363196,10,341,75,
3,0.05,0.1,0.1,1,143,,4.584310232508235,10,397,273,
3,0.05,0.1,0.1,1,67,,2.600738465313122,10,355,32,
3,0.05,0.1,0.1,1,3154,,3.742123968632747,6,273,180,
3,0.05,0.1,0.1,1,4653,,3.457783862052736,6,272,83,
3,0.05,0.1,0.1,1,4455,,3.713340852830446,6,283,93,
3,0.05,0.1,0.1,1,35,,2.9755295662364714,3,123,28,
3,0.05,0.1,0.1,1,2829,,3.7216401627364744,9,324,107,
3,0.05,0.1,0.1,1,4820,,2.893837965872651,2,146,34,
3,0.05,0.1,0.1,1,1638,,0.0,2,163,0,
3,0.05,0.1,0.1,2,2,,5.373404888496847,89,1097,2527,
3,0.05,0.1,0.1,2,4435,,3.4824655564614564,4,187,199,
3,0.05,0.1,0.1,2,4490,,4.0896583671646125,8,331,167,
3,0.05,0.1,0.1,2,4259,,4.5610538540023065,6,321,307,
3,0.05,0.1,0.1,2,3731,,3.8401468604210054,8,296,213,
3,0.05,0.1,0.1,2,3766,,3.32037705118796,5,200,164,
3,0.05,0.1,0.1,2,4230,,3.643111035658356,8,305,132,
3,0.05,0.1,0.1,2,4463,,3.851188571392878,6,297,116,
3,0.05,0.1,0.1,2,4764,,2.746655718911573,1,71,65,
3,0.05,0.1,0.1,2,4551,,4.0100034137883505,7,294,150,
3,0.05,0.1,0.1,2,4808,,3.1489116079916175,1,91,49,
3,0.05,0.1,0.1,2,1416,,3.908979918393452,11,365,322,
3,0.05,0.1,0.1,2,449,,4.173106048201134,16,471,389,
3,0.05,0.1,0.1,2,4795,,3.3806988601138146,2,103,52,
3,0.05,0.1,0.1,2,2679,,4.041517399172591,9,339,191,
3,0.05,0.1,0.1,2,4437,,4.107459842899557,3,208,171,
3,0.05,0.1,0.1,2,4078,,3.9504784646310545,6,267,237,
3,0.05,0.1,0.1,2,66,,4.907675708646929,21,589,831,
3,0.05,0.1,0.1,2,3047,,3.590401278079052,5,216,81,
3,0.05,0.1,0.1,2,4215,,4.10391065386417,6,240,214,
3,0.05,0.1,0.1,2,463,,4.378468703413382,14,467,536,
3,0.05,0.1,0.1,2,4625,,3.99714525884498,6,269,125,
3,0.05,0.1,0.1,2,4726,,4.17938371141068,2,181,106,
3,0.05,0.1,0.1,2,4417,,3.7215475409820646,6,258,148,
3,0.05,0.1,0.1,2,4590,,3.5058878164065725,3,185,118,
3,0.05,0.1,0.1,2,53,,3.9274379968193647,16,479,426,
3,0.05,0.1,0.1,2,2918,,4.124565584019946,9,306,308,
3,0.05,0.1,0.1,2,3037,,3.7661865758903055,6,226,136,
3,0.05,0.1,0.1,2,4330,,4.143266931574166,9,341,369,
3,0.05,0.1,0.1,2,1918,,3.9828438348112263,9,306,278,
3,0.05,0.1,0.1,2,4522,,2.9957322735539904,3,148,40,
3,0.05,0.1,0.1,2,4623,,3.8266132761896694,5,266,135,
3,0.05,0.1,0.1,2,1471,,4.380511816040252,10,346,286,
3,0.05,0.1,0.1,2,4384,,3.7300620689049597,8,280,215,
3,0.05,0.1,0.1,2,406,,3.631250840721797,10,289,283,
3,0.05,0.1,0.1,2,1046,,4.212181665084037,9,311,272,
