depth,gamma,eta,alpha,layer,node_id,parent_id,entropy,doc_count,unique_words,total_words,path
3,0.05,0.05,1,0,0,,4.933651613535377,970,1465,35679,
3,0.05,0.05,1,1,6938,,3.8511367214741825,7,279,119,
3,0.05,0.05,1,1,1,,4.522831697076322,474,1432,9092,
3,0.05,0.05,1,1,6385,,3.9773971027246287,24,650,262,
3,0.05,0.05,1,1,22153,,3.0030657240450775,6,306,63,
3,0.05,0.05,1,1,6089,,3.5539370479249452,13,518,232,
3,0.05,0.05,1,1,114,,3.9564608548587143,17,489,198,
3,0.05,0.05,1,1,1843,,3.6519854760750583,19,536,237,
3,0.05,0.05,1,1,3396,,3.762902199867637,15,461,197,
3,0.05,0.05,1,1,6400,,3.2577887983668004,10,370,114,
3,0.05,0.05,1,1,6250,,3.2295073683060647,4,175,79,
3,0.05,0.05,1,1,3876,,3.815985817231207,24,707,250,
3,0.05,0.05,1,1,266,,3.553788404297767,7,339,124,
3,0.05,0.05,1,1,288,,3.9420652677657566,14,446,164,
3,0.05,0.05,1,1,21822,,3.552983994194533,5,211,65,
3,0.05,0.05,1,1,21438,,3.753417975251507,7,307,80,
3,0.05,0.05,1,1,21691,,3.309535710362492,5,274,63,
3,0.05,0.05,1,1,10319,,3.5460358452013687,7,263,144,
3,0.05,0.05,1,1,1551,,3.129263666178513,4,195,40,
3,0.05,0.05,1,1,425,,2.540561487982338,4,183,82,
3,0.05,0.05,1,1,3284,,3.2708686134560256,11,438,246,
3,0.05,0.05,1,1,181,,3.1642229915476263,7,245,131,
3,0.05,0.05,1,1,20935,,3.4893985267873733,5,228,87,
3,0.05,0.05,1,1,7,,2.5713345830970518,11,410,135,
3,0.05,0.05,1,1,2182,,4.139304920665347,20,607,248,
3,0.05,0.05,1,1,312,,3.4224279006811904,6,295,87,
3,0.05,0.05,1,1,8927,,3.69858256369947,14,436,173,
3,0.05,0.05,1,1,6554,,3.0929346015103545,5,243,46,
3,0.05,0.05,1,1,314,,3.458776973000259,15,471,185,
3,0.05,0.05,1,1,211,,3.7515260657510776,13,451,178,
3,0.05,0.05,1,1,22027,,4.000224150553364,6,321,145,
3,0.05,0.05,1,1,9,,3.6379135333046477,10,348,327,
3,0.05,0.05,1,1,9769,,3.1217120764145525,5,193,70,
3,0.05,0.05,1,1,160,,3.5752299626371555,13,430,174,
3,0.05,0.05,1,1,206,,3.6037415758191704,8,271,128,
3,0.05,0.05,1,1,22859,,2.88444405826289,3,199,29,
3,0.05,0.05,1,1,6949,,3.630532903224287,17,493,135,
3,0.05,0.05,1,1,8421,,3.550647118830949,9,368,127,
3,0.05,0.05,1,1,2238,,3.74297467051306,7,306,126,
3,0.05,0.05,1,1,17882,,2.8249231411357427,6,155,31,
3,0.05,0.05,1,1,19794,,3.426346636116254,5,250,74,
3,0.05,0.05,1,1,7208,,3.9714613333608755,9,418,185,
3,0.05,0.05,1,1,14747,,3.6018680771243075,6,260,110,
3,0.05,0.05,1,1,15888,,2.9102516735310213,5,219,91,
3,0.05,0.05,1,1,20407,,2.9003809406395136,5,212,94,
3,0.05,0.05,1,1,6355,,3.6502954097524394,8,339,83,
3,0.05,0.05,1,1,5068,,3.9635356066212184,7,262,119,
3,0.05,0.05,1,1,864,,3.4918056532366135,4,241,103,
3,0.05,0.05,1,1,1293,,3.101586738345101,6,213,75,
3,0.05,0.05,1,1,5620,,3.6647867611373965,9,354,99,
3,0.05,0.05,1,1,22798,,3.3947546534399566,2,114,57,
3,0.05,0.05,1,1,6638,,3.9487751910380973,6,307,119,
3,0.05,0.05,1,1,12418,,3.3270150849329787,6,242,62,
3,0.05,0.05,1,1,4976,,3.534376307534119,7,281,83,
3,0.05,0.05,1,1,8843,,3.4533158318577333,12,460,142,
3,0.05,0.05,1,1,35,,2.9823931005710373,7,313,157,
3,0.05,0.05,1,1,10714,,3.395297659534967,5,189,78,
3,0.05,0.05,1,1,400,,3.5745532744778443,4,178,109,
3,0.05,0.05,1,2,7940,,3.666438518079298,6,233,118,
3,0.05,0.05,1,2,22343,,3.686651843941647,3,182,231,
3,0.05,0.05,1,2,21791,,3.442082366324475,3,157,63,
3,0.05,0.05,1,2,21386,,3.4070398079846704,4,178,161,
3,0.05,0.05,1,2,21768,,4.132434930278899,4,224,233,
3,0.05,0.05,1,2,2551,,3.9102545843552394,10,303,309,
3,0.05,0.05,1,2,5802,,3.9524577974624173,8,288,209,
3,0.05,0.05,1,2,3300,,3.1276142335898767,5,204,150,
3,0.05,0.05,1,2,20446,,3.43842887584746,6,233,179,
3,0.05,0.05,1,2,22535,,3.445544686499105,4,170,59,
3,0.05,0.05,1,2,22644,,3.996873074113772,3,206,133,
3,0.05,0.05,1,2,708,,3.7302719453585436,10,342,352,
3,0.05,0.05,1,2,18083,,3.5361166995615245,3,162,103,
3,0.05,0.05,1,2,8385,,3.3714668475038123,5,173,93,
3,0.05,0.05,1,2,7230,,3.31688523933419,6,262,195,
3,0.05,0.05,1,2,22163,,3.8244177601113587,3,178,134,
3,0.05,0.05,1,2,21713,,3.496377497084428,3,160,124,
3,0.05,0.05,1,2,21620,,3.202573447522263,3,142,68,
3,0.05,0.05,1,2,2,,4.7636817182174775,32,696,921,
3,0.05,0.05,1,2,19198,,1.9661128563728325,2,108,10,
3,0.05,0.05,1,2,19721,,3.470190253149106,2,105,90,
3,0.05,0.05,1,2,22563,,2.7446279072421382,1,84,46,
3,0.05,0.05,1,2,1142,,3.7275091030658136,4,155,122,
3,0.05,0.05,1,2,3748,,3.1506548561598335,8,288,144,
3,0.05,0.05,1,2,21823,,3.674943512684969,4,186,94,
3,0.05,0.05,1,2,19858,,3.6278662432930586,5,211,118,
3,0.05,0.05,1,2,21703,,3.4561795160795086,4,185,81,
3,0.05,0.05,1,2,20012,,3.869858188092981,6,222,244,
3,0.05,0.05,1,2,5904,,3.388146943228807,5,178,202,
3,0.05,0.05,1,2,745,,3.81961031874863,8,293,164,
3,0.05,0.05,1,2,21692,,3.358998351393583,2,98,79,
3,0.05,0.05,1,2,20266,,1.6739764335716716,2,92,8,
3,0.05,0.05,1,2,15238,,3.2751838468692545,7,286,220,
3,0.05,0.05,1,2,8529,,3.520208593406307,5,201,149,
3,0.05,0.05,1,2,353,,3.7409415959800962,7,246,215,
3,0.05,0.05,1,2,2223,,3.2781372889049267,3,139,84,
3,0.05,0.05,1,2,22496,,3.2919775766662593,4,191,82,
3,0.05,0.05,1,2,21965,,3.283540600661581,3,147,89,
3,0.05,0.05,1,2,22473,,3.4364239188355414,3,149,86,
3,0.05,0.05,1,2,22853,,3.4657359027997265,2,145,56,
3,0.05,0.05,1,2,22813,,3.527177184522718,3,116,70,
3,0.05,0.05,1,2,17370,,3.5902998907509436,6,220,127,
