node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_used,alpha_folder,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,4.937433790419789,683,1490,0.4583892617449664,0.05,1.0,2.0,245,970,0,,"[1,312,114,1293,2182,1551,1843,288,4976,6355,6400,6949,6938,3396,8421,7,6554,12418,211,314,160,6385,9,181,8927,6089,3876,7208,17882,5068,19794,10319,206,20935,266,5620,8843,6250,14747,21691,21438,3284,21822,2238,425,9769,6638,15888,400,22153,35,20407,22027,22798,10714,22859,864]",57
1,4.538136385379999,462,1490,0.3100671140939597,0.05,1.0,2.0,245,474,1,0.0,"[2,246,262,311,353,745,855,908,1142,1147,1232,1259,1285,1414,1522,1561,1767,1780,2551,2899,3240,3300,3513,4527,4563,4745,5802,5904,7471,8529,9133,9734,10526,14921,17302,17747,18030,18992,19604,19721,19751,19858,19986,20012,20120,20288,20354,20446,20476,20572,20860,20887,21146,21302,21310,21386,21440,21456,21713,21752,21768,21872,21892,21969,22074,22163,22256,22343,22366,22406,22466,22473,22482,22496,22542,22617,22626,22670,22813,22856,22858,22865,22872,22876,22885,22899,22900,22906,22910]",89
2551,4.324313281077103,115,1490,0.0771812080536912,0.05,1.0,2.0,245,10,2,1.0,,0
5802,4.533285599526654,98,1490,0.0657718120805369,0.05,1.0,2.0,245,8,2,1.0,,0
400,4.573305022435121,66,1490,0.0442953020134228,0.05,1.0,2.0,245,4,1,0.0,"[22511,22827]",2
8385,4.505313763141406,46,1490,0.0308724832214765,0.05,1.0,2.0,245,5,2,3396.0,,0
708,4.101222114360176,99,1490,0.0664429530201342,0.05,1.0,2.0,245,10,2,114.0,,0
2,4.906101414930074,272,1490,0.1825503355704698,0.05,1.0,2.0,245,32,2,1.0,,0
6400,4.23378642411715,56,1490,0.0375838926174496,0.05,1.0,2.0,245,10,1,0.0,"[7230,20237,22868]",3
7230,3.9473212409585137,82,1490,0.0550335570469798,0.05,1.0,2.0,245,6,2,6400.0,,0
6250,4.512021997988796,44,1490,0.0295302013422818,0.05,1.0,2.0,245,4,1,0.0,"[21620,22889]",2
3876,4.316974239215335,118,1490,0.0791946308724832,0.05,1.0,2.0,245,24,1,0.0,"[19198,21731,21967,22412,22491,22808,22861,22866,22873,22904,22912]",11
745,4.53507476644948,82,1490,0.0550335570469798,0.05,1.0,2.0,245,8,2,1.0,,0
353,4.313241993288507,101,1490,0.0677852348993288,0.05,1.0,2.0,245,7,2,1.0,,0
2223,4.503438533714165,46,1490,0.0308724832214765,0.05,1.0,2.0,245,3,2,1551.0,,0
3748,3.964394763450248,70,1490,0.046979865771812,0.05,1.0,2.0,245,8,2,288.0,,0
181,4.041778701578564,56,1490,0.0375838926174496,0.05,1.0,2.0,245,7,1,0.0,"[17370,22867]",2
3284,3.78771950455392,94,1490,0.0630872483221476,0.05,1.0,2.0,245,11,1,0.0,"[21755,22722,22770,22853]",4
1142,4.6372696200732415,66,1490,0.0442953020134228,0.05,1.0,2.0,245,4,2,1.0,,0
246,4.416658374407689,115,1490,0.0771812080536912,0.05,1.0,2.0,245,8,2,1.0,,0
1414,4.374559580140339,71,1490,0.0476510067114094,0.05,1.0,2.0,245,4,2,1.0,,0
6554,4.935788479383803,31,1490,0.0208053691275167,0.05,1.0,2.0,245,5,1,0.0,[10517],1
4745,4.232694147616386,100,1490,0.0671140939597315,0.05,1.0,2.0,245,7,2,1.0,,0
262,4.172055826874029,95,1490,0.0637583892617449,0.05,1.0,2.0,245,7,2,1.0,,0
5904,3.998820070768285,75,1490,0.0503355704697986,0.05,1.0,2.0,245,5,2,1.0,,0
9,4.035542568252056,102,1490,0.0684563758389261,0.05,1.0,2.0,245,10,1,0.0,"[15733,22490,22857,22863,22874]",5
1147,3.733011335789254,154,1490,0.1033557046979865,0.05,1.0,2.0,245,12,2,1.0,,0
855,4.203289117867425,89,1490,0.059731543624161,0.05,1.0,2.0,245,7,2,1.0,,0
1285,4.301511189748355,97,1490,0.0651006711409395,0.05,1.0,2.0,245,9,2,1.0,,0
1259,4.1647164156470415,89,1490,0.059731543624161,0.05,1.0,2.0,245,8,2,1.0,,0
1551,5.127972690043772,29,1490,0.0194630872483221,0.05,1.0,2.0,245,4,1,0.0,"[2223,22731]",2
1780,4.448631347279287,107,1490,0.0718120805369127,0.05,1.0,2.0,245,9,2,1.0,,0
3240,4.222610683275525,88,1490,0.0590604026845637,0.05,1.0,2.0,245,6,2,1.0,,0
3513,4.306941130425492,164,1490,0.1100671140939597,0.05,1.0,2.0,245,16,2,1.0,,0
1522,4.530336177958186,107,1490,0.0718120805369127,0.05,1.0,2.0,245,5,2,1.0,,0
314,4.115152740188755,80,1490,0.0536912751677852,0.05,1.0,2.0,245,15,1,0.0,"[14895,17073,21625,21854]",4
5068,4.879382500555769,76,1490,0.0510067114093959,0.05,1.0,2.0,245,7,1,0.0,"[19435,22877]",2
2182,4.635962126093611,123,1490,0.0825503355704698,0.05,1.0,2.0,245,20,1,0.0,"[2183,4374,20602,21678,22837,22854,22905]",7
2183,4.248024457683053,80,1490,0.0536912751677852,0.05,1.0,2.0,245,6,2,2182.0,,0
1232,4.540668085302793,110,1490,0.0738255033557047,0.05,1.0,2.0,245,6,2,1.0,,0
8529,4.303184639713774,69,1490,0.0463087248322147,0.05,1.0,2.0,245,5,2,1.0,,0
7471,4.477517760063716,91,1490,0.0610738255033557,0.05,1.0,2.0,245,6,2,1.0,,0
206,4.484779163547522,71,1490,0.0476510067114094,0.05,1.0,2.0,245,8,1,0.0,"[20940,21118]",2
3300,3.9152822631562607,57,1490,0.0382550335570469,0.05,1.0,2.0,245,5,2,1.0,,0
908,4.457463583416322,147,1490,0.0986577181208053,0.05,1.0,2.0,245,11,2,1.0,,0
160,4.263398732654185,75,1490,0.0503355704697986,0.05,1.0,2.0,245,13,1,0.0,"[15024,15030,22883]",3
6385,4.454901178789804,113,1490,0.0758389261744966,0.05,1.0,2.0,245,24,1,0.0,"[15238,20999,21465,21791,22890,22894,22913]",7
2899,3.896346235178407,115,1490,0.0771812080536912,0.05,1.0,2.0,245,11,2,1.0,,0
7,3.437942933614736,59,1490,0.0395973154362416,0.05,1.0,2.0,245,11,1,0.0,"[10376,22301,22656,22852,22917]",5
3396,4.378752356144002,93,1490,0.0624161073825503,0.05,1.0,2.0,245,15,1,0.0,"[8385,13344,22818]",3
1767,4.2162616433600695,164,1490,0.1100671140939597,0.05,1.0,2.0,245,14,2,1.0,,0
1293,4.437791772766071,38,1490,0.0255033557046979,0.05,1.0,2.0,245,6,1,0.0,"[1411,20574]",2
1411,4.43563891028156,59,1490,0.0395973154362416,0.05,1.0,2.0,245,3,2,1293.0,,0
7464,4.61695806090444,59,1490,0.0395973154362416,0.05,1.0,2.0,245,4,2,6949.0,,0
6638,4.865426757265014,74,1490,0.0496644295302013,0.05,1.0,2.0,245,6,1,0.0,"[22373,22805,22892,22903]",4
4374,4.583381749894287,78,1490,0.0523489932885906,0.05,1.0,2.0,245,3,2,2182.0,,0
6941,4.603049986221338,94,1490,0.0630872483221476,0.05,1.0,2.0,245,4,2,6355.0,,0
864,4.537784106253813,57,1490,0.0382550335570469,0.05,1.0,2.0,245,4,1,0.0,"[22869,22887,22888]",3
1561,4.141511856024851,148,1490,0.0993288590604026,0.05,1.0,2.0,245,14,2,1.0,,0
4563,4.185461525657322,82,1490,0.0550335570469798,0.05,1.0,2.0,245,6,2,1.0,,0
6938,4.772836916617833,65,1490,0.0436241610738255,0.05,1.0,2.0,245,7,1,0.0,"[7940,22891]",2
7940,4.6025761508110445,66,1490,0.0442953020134228,0.05,1.0,2.0,245,6,2,6938.0,,0
4527,4.354244872466882,68,1490,0.0456375838926174,0.05,1.0,2.0,245,4,2,1.0,,0
8421,4.438991293613896,65,1490,0.0436241610738255,0.05,1.0,2.0,245,9,1,0.0,[8625],1
5827,4.394849357857856,85,1490,0.0570469798657718,0.05,1.0,2.0,245,7,2,4976.0,,0
7208,4.614386084845353,92,1490,0.061744966442953,0.05,1.0,2.0,245,9,1,0.0,"[19369,22751,22886,22914]",4
211,4.422260624473157,75,1490,0.0503355704697986,0.05,1.0,2.0,245,13,1,0.0,"[14242,21445,22038,22519,22830]",5
6949,4.474389481521828,72,1490,0.0483221476510067,0.05,1.0,2.0,245,17,1,0.0,"[7464,10278,22218,22822,22846]",5
