parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,57,0.6583288231246599,0.0242792214233724,0.6611043203273501,0.5313359797623732,0.6996597156410097,55290,970,1.0,0.05
1,2,263,0.6208226641415054,0.07000495461427968,0.618463797508008,0.4027928998891639,0.7401440514027745,44154,970,1.0,0.05
