parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,57,0.6583288231246599,0.0242792214233724,0.6002064891486765,55290,970,1.0,0.05
1,2,263,0.6208226641415054,0.07000495461427968,0.6504680458859043,44154,970,1.0,0.05
