parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,57,0.6583288231257373,0.6002064891497008,0.02427922142335947,0.6611043203284314,0.5313359797633518,0.6996597156420229,1.0,0.05
1,2,263,0.620822664141614,0.6616458251010013,0.0700049546143938,0.6184637975080106,0.40279289988916445,0.7401440514030303,1.0,0.05
