iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,244,970,-432663.8939968491,0,0,3.9754098360655736,107,1
1,244,970,-433465.7391445813,267,49,3.9754098360655736,111,1
2,245,970,-431187.26394102967,259,57,3.9591836734693877,103,1
3,257,970,-429616.48477540025,242,65,3.77431906614786,108,1
4,246,970,-430571.9789308638,236,54,3.9430894308943087,108,1
5,252,970,-429313.3964851687,226,56,3.8492063492063493,101,1
6,254,970,-428918.75127716555,228,66,3.8188976377952755,101,1
7,245,970,-428722.92688762635,215,60,3.9591836734693877,99,1
8,261,970,-427059.7874919424,211,64,3.7164750957854404,97,1
9,269,970,-426441.13668876066,229,69,3.6059479553903344,97,1
10,261,970,-426991.7672916896,231,62,3.7164750957854404,99,1
11,260,970,-426062.18607249926,238,58,3.730769230769231,93,1
12,257,970,-426686.7698979617,218,59,3.77431906614786,93,1
13,267,970,-425027.03165198764,218,68,3.6329588014981273,91,1
14,254,970,-426586.5690633877,221,58,3.8188976377952755,95,1
15,256,970,-426449.85530776647,214,57,3.7890625,93,1
16,254,970,-425739.5616246903,194,57,3.8188976377952755,90,1
17,250,970,-425279.91236881196,207,56,3.88,90,1
18,255,970,-425306.45321409334,199,54,3.803921568627451,90,1
19,261,970,-425087.3061422757,206,64,3.7164750957854404,92,1
20,247,970,-425264.2138504463,196,50,3.9271255060728745,87,1
21,243,970,-426277.78439618205,197,57,3.9917695473251027,89,1
22,242,970,-426613.7329265038,204,50,4.008264462809917,88,1
23,249,970,-425856.0287806457,203,57,3.895582329317269,89,1
24,246,970,-425551.4482008337,198,51,3.9430894308943087,85,1
25,246,970,-424980.6863790639,190,50,3.9430894308943087,83,1
26,249,970,-425380.60090707213,201,59,3.895582329317269,82,1
27,249,970,-424809.23694950505,181,51,3.895582329317269,83,1
28,259,970,-424265.336786588,196,61,3.7451737451737452,83,1
29,259,970,-425244.7014994963,226,56,3.7451737451737452,86,1
30,261,970,-424390.63183381065,213,54,3.7164750957854404,86,1
31,254,970,-424487.7016696591,210,49,3.8188976377952755,83,1
32,257,970,-423444.9138337277,188,43,3.77431906614786,81,1
33,258,970,-424245.9529758948,212,56,3.75968992248062,85,1
34,248,970,-424633.8894674618,199,50,3.911290322580645,84,1
35,259,970,-423075.4066318878,205,59,3.7451737451737452,83,1
36,254,970,-423991.2501593293,206,57,3.8188976377952755,81,1
37,259,970,-422820.93013058684,199,63,3.7451737451737452,79,1
38,259,970,-423578.98091073014,195,61,3.7451737451737452,81,1
39,249,970,-425038.0398549513,191,55,3.895582329317269,85,1
40,255,970,-423717.0087464487,192,59,3.803921568627451,80,1
41,255,970,-423262.6256378907,190,65,3.803921568627451,79,1
42,250,970,-424148.56563085027,205,56,3.88,79,1
43,253,970,-423718.1742941684,193,56,3.83399209486166,79,1
44,257,970,-423395.9298718247,184,61,3.77431906614786,80,1
45,249,970,-424351.70812269347,186,45,3.895582329317269,79,1
46,258,970,-423623.41591776715,199,57,3.75968992248062,82,1
47,251,970,-423668.27712287265,189,51,3.864541832669323,77,1
48,264,970,-422873.6385386402,206,71,3.6742424242424243,76,1
49,258,970,-424132.9397381331,216,56,3.75968992248062,82,1
50,249,970,-423361.75018379575,196,52,3.895582329317269,78,1
51,247,970,-423847.1005211158,182,48,3.9271255060728745,78,1
52,254,970,-422960.7376219922,192,55,3.8188976377952755,77,1
53,256,970,-422423.6914084389,184,54,3.7890625,77,1
54,253,970,-422845.5066468855,181,53,3.83399209486166,79,1
55,254,970,-421965.8575113346,171,57,3.8188976377952755,75,1
56,249,970,-422774.446719347,180,50,3.895582329317269,77,1
57,248,970,-423689.39669729833,180,52,3.911290322580645,76,1
58,244,970,-423017.13218836644,186,45,3.9754098360655736,76,1
59,246,970,-423611.1083111899,187,57,3.9430894308943087,80,1
60,243,970,-422770.6572464321,186,50,3.9917695473251027,76,1
61,249,970,-424257.30915084423,180,62,3.895582329317269,79,1
62,253,970,-423684.2626057698,186,61,3.83399209486166,77,1
63,250,970,-424210.5442740819,187,52,3.88,77,1
