alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
1.0,0.05,0.05,3,245,194,194,194,16508,-111644.70008284836,865.2914590624397,1187.1260839391791,1.0,3.0
