depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.1,0,4.959311854714734,0.0,1
3,0.05,0.05,0.1,1,3.8615188615547518,0.6441537555066649,62
3,0.05,0.05,0.1,2,3.586588000536704,0.6571458386901073,252
