total_nodes,total_layers,total_branches,global_avg_branching,global_std_branching,global_max_branching,global_total_documents,global_gini_doc_distribution,global_gini_branch_distribution
315,3,314,4.984126984126984,9.790653241970627,62,2910,0.6757453771886761,0.5166312809624912
