eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.05,0.05,3,0.1,90,194,194,194,16508,-96740.57684463625,350.80269489587636,350.80269489587636,1.0,3.0
