layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.02149164398824953,0.4749100529432076,-0.7100080998832559,0.02149164398824953,0.47491005294320765,-0.7100080998832559,,,,10,0.1,0.05,3,0.1
1,62,970,15.64516129032258,-0.0033416519436468574,0.44867569655856687,-2.568855224897394,-0.0449774103482031,0.4150893049720474,-3.3356396551266085,0.11224275060780906,0.12709192838254627,1.5118073664522924,10,0.1,0.05,3,0.1
2,252,970,3.8492063492063493,-0.018836339442080848,0.4437082540979099,-3.5352516417493387,-0.03453111048074244,0.4380964456142147,-3.418742245743411,0.1099892959273475,0.15979148711883834,1.6149730727792777,10,0.1,0.05,3,0.1
