eta,top_k,layer,weighted_avg_npmi_mean,weighted_avg_npmi_std,weighted_avg_npmi_count,weighted_avg_c_v_mean,weighted_avg_c_v_std,weighted_avg_c_v_count,weighted_avg_u_mass_mean,weighted_avg_u_mass_std,weighted_avg_u_mass_count,simple_avg_npmi_mean,simple_avg_npmi_std,simple_avg_c_v_mean,simple_avg_c_v_std,simple_avg_u_mass_mean,simple_avg_u_mass_std,node_count_mean,total_documents_mean,run_id_<lambda>
0.02,5,0.0,0.0139,0.0,3,0.4857,0.0,3,-0.6004,0.007,3,0.0139,0.0,0.4857,0.0,-0.6004,0.007,1.0,970.0,"1, 2, 3"
0.02,5,1.0,0.0322,0.0069,3,0.5691,0.032,3,-2.0884,0.0716,3,0.0359,0.0061,0.5481,0.0171,-2.7756,0.1781,73.3333,970.0,"1, 2, 3"
0.02,5,2.0,0.0739,0.0041,3,0.568,0.0068,3,-2.5244,0.1469,3,0.0582,0.0017,0.554,0.0076,-2.6368,0.0883,310.6667,970.0,"1, 2, 3"
