rhat_len_docs,mean_jaccard,mean_ratio,rhat_threshold,converged,iteration,timestamp
1.668308920139337,"[0.9417638864766336, 0.934198185536094, 0.9247811883779784]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,55,1755368471.7364838
1.564422079482906,"[0.9386340180819751, 0.9355701768879617, 0.9318612339124289]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,75,1755369764.9290273
1.2623812660502998,"[0.936691849661241, 0.9275345427667914, 0.9355638859311393]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,95,1755371108.2553782
1.0864883003223849,"[0.9355334173246653, 0.9316309193363079, 0.9313939061747023]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,True,115,1755372506.6691453
