eta,top_k,layer,weighted_avg_npmi_mean,weighted_avg_npmi_std,weighted_avg_npmi_count,weighted_avg_c_v_mean,weighted_avg_c_v_std,weighted_avg_c_v_count,weighted_avg_u_mass_mean,weighted_avg_u_mass_std,weighted_avg_u_mass_count,simple_avg_npmi_mean,simple_avg_npmi_std,simple_avg_c_v_mean,simple_avg_c_v_std,simple_avg_u_mass_mean,simple_avg_u_mass_std,node_count_mean,total_documents_mean,run_id_<lambda>
0.02,10,0.0,0.0175,0.0062,3,0.4639,0.0012,3,-0.7015,0.0198,3,0.0175,0.0062,0.4639,0.0012,-0.7015,0.0198,1.0,970.0,"1, 2, 3"
0.02,10,1.0,-0.0217,0.0081,3,0.4706,0.023,3,-2.7461,0.4069,3,-0.0634,0.0095,0.4295,0.0182,-3.4722,0.308,73.3333,970.0,"1, 2, 3"
0.02,10,2.0,-0.013,0.0085,3,0.4473,0.0184,3,-3.2089,0.218,3,-0.0336,0.0058,0.4443,0.009,-3.1875,0.1215,310.6667,970.0,"1, 2, 3"
