K,Alpha,Eta,Run_Index,LL_per_word,Weighted_NPMI,Weighted_Cv,Unweighted_NPMI,Unweighted_Cv,Perplexity,Weighted_Renyi_Entropy,JSD_Diversity,Iterations,Converged,Time_sec
40,0.05,0.01,1,-6.99086361269899,0.03747814084604322,0.49088699868796865,0.038227159671074915,0.5134450308013532,1086.6595240370375,3.598283349870002,0.9551109397384412,1230,Yes,8.294044494628906
40,0.05,0.01,2,-6.95251649381921,0.043802248422665696,0.5102623345545211,0.0608950115850476,0.5347814600556038,1045.778113794782,3.620616186853006,0.9527900135408616,1420,Yes,9.128031969070435
40,0.05,0.01,3,-6.947423371276398,0.04417321018475034,0.5057498863164331,0.06293940153519015,0.5300864896391007,1040.4653783991507,3.5887028098681726,0.9549995531119649,1260,Yes,8.300324201583862
40,0.05,0.01,4,-6.96502385790394,0.04280396993335142,0.5018939450256761,0.048226114397656186,0.5246844971779344,1058.940181217912,3.6557784300209875,0.9506732882509734,1850,Yes,11.24673867225647
40,0.05,0.01,5,-6.973119143482492,0.04140376272900605,0.5052664710492976,0.05681217343739253,0.5403322272821326,1067.5473963224954,3.6719723244941216,0.9546253973509767,1310,Yes,8.596116781234741
40,0.05,0.1,1,-7.089976134414124,0.048748230644420965,0.5263025566436786,0.06005263780424001,0.5474070203745534,1199.8791644498936,4.335595242423807,0.9329885258491505,1460,Yes,8.989072561264038
40,0.05,0.1,2,-7.071213998532528,0.05752713973816932,0.5403786942294015,0.06010548758828329,0.5389672045868734,1177.5767432866564,4.288481306988451,0.9377386067806732,2190,Yes,12.957831382751465
40,0.05,0.1,3,-7.096907958441162,0.0468407975524938,0.5297412236731067,0.05859274901274503,0.5514880239537515,1208.2254096030551,4.3008676654906575,0.9293143930158824,1620,Yes,9.922973155975342
40,0.05,0.1,4,-7.084515693248459,0.05124130671557835,0.5223361120263744,0.054017571974756706,0.5224296049040491,1193.345150401218,4.295065663225732,0.9365183099418004,3000,No,17.010392665863037
40,0.05,0.1,5,-7.146789076078023,0.055576639009573346,0.5307785717643607,0.0677880110295097,0.5361210755504786,1270.0214588955314,4.243757918914994,0.9369909394122069,2320,Yes,13.629193544387817
40,0.05,0.5,1,-7.068255425475586,0.049738252615513866,0.5407174397452578,-0.03567977155521295,0.5204142459080383,1174.0979451382611,5.0776496429392814,0.9588477037078191,2020,Yes,11.745755672454834
40,0.05,0.5,2,-7.066691072605722,0.04932918014513369,0.541972984329476,-0.017248606634641114,0.5386390319507891,1172.262677525633,5.062314440907877,0.957011074573067,1720,Yes,10.358362197875977
40,0.05,0.5,3,-7.064535448236097,0.04191067448737159,0.5255546706022931,-0.02048282517974957,0.5100574212110469,1169.7384411605199,5.108367376112167,0.9642682625948502,1210,Yes,7.875385999679565
40,0.05,0.5,4,-7.068297590320464,0.0506953174154755,0.5287886130656586,-0.027764167909344474,0.5152942532079307,1174.147451839703,5.125080994382372,0.9524013752460873,1400,Yes,8.445404291152954
40,0.05,0.5,5,-7.054198897268041,0.0540103239412433,0.5395289895600484,-0.0633558541567666,0.5175774571975216,1157.7096553235085,5.086076532253312,0.9454953489278176,1300,Yes,8.174438238143921
40,0.05,1.0,1,-7.080753793483835,0.037929100427842935,0.5373393341671887,-0.2265632273131101,0.543863137319376,1188.8643390267632,5.3807376893434835,0.7989786481727693,2200,Yes,11.95595908164978
40,0.05,1.0,2,-7.088789501285264,0.030718077919991704,0.502684344985079,-0.22049503016999045,0.5285325271829489,1198.456192522517,5.4122211072736235,0.8087544253575787,1460,Yes,8.564985513687134
40,0.05,1.0,3,-7.063411839747468,0.04021175270483765,0.5441713220040368,-0.27749720825494584,0.5452986082424836,1168.4248512371507,5.409866459887761,0.7360504291734028,1500,Yes,8.586212158203125
40,0.05,1.0,4,-7.074092411607872,0.03723377827987063,0.5512626937490691,-0.2460918825059722,0.5406990875385129,1180.971178531501,5.407726827227751,0.7731752758807696,1390,Yes,8.073466300964355
40,0.05,1.0,5,-7.040864715821662,0.030532298258635026,0.5043975767482543,-0.30537222114267415,0.568277954919333,1142.3750094009429,5.484485821214105,0.6536243775761863,1460,Yes,8.313115119934082
40,0.05,2.0,1,-6.956807019220476,0.019533713948401175,0.522836686799499,-0.3875045610685426,0.5611767571926777,1050.2746907970559,5.669553125084818,0.4844299879438447,1900,Yes,10.126914978027344
40,0.05,2.0,2,-6.928571208179956,0.017038323088141297,0.5039288485815957,-0.4353450036887157,0.5504878832428216,1021.0340917747706,5.703848426983467,0.3582585291362569,1750,Yes,9.65090036392212
40,0.05,2.0,3,-6.974570257144749,0.009504509664396558,0.5084905854658306,-0.43783380395699945,0.529387220464453,1069.097653462028,5.647099560346254,0.37988481227617443,3000,No,15.579728364944458
40,0.05,2.0,4,-6.974419066917208,0.014725434615648169,0.49205928864144927,-0.39903956733590695,0.5179299023729612,1068.9360285628977,5.662930842614052,0.49950889408663746,1320,Yes,7.358015298843384
40,0.05,2.0,5,-6.974689728828127,0.009632399514185442,0.5144542551490452,-0.44438853083125035,0.5470626020707533,1069.2253879885602,5.665312167616738,0.35797605343086086,1660,Yes,9.023397445678711
40,0.1,0.01,1,-6.980478264848655,0.04225543052518818,0.5002354296771161,0.052143993760363605,0.5298174881133655,1075.4325856224245,3.606371310548712,0.9536549681777536,1540,Yes,9.81344723701477
40,0.1,0.01,2,-6.964860641925668,0.036039336145066075,0.4977167824660662,0.05339283961430752,0.5351871030174862,1058.76735936433,3.5768585487811553,0.9534897336050545,1690,Yes,10.590967416763306
40,0.1,0.01,3,-6.955328927251061,0.04042880605441816,0.4902156752438487,0.05496445322957063,0.5245555355367806,1048.7234349427456,3.5553549559009454,0.9569603307399777,1110,Yes,7.516392230987549
40,0.1,0.01,4,-6.954618412582483,0.052175459144302834,0.5046798504818585,0.056457839882793424,0.5198708143829702,1047.978566210353,3.5732313513817555,0.9568663580110466,1450,Yes,9.475589036941528
40,0.1,0.01,5,-6.989338200070566,0.040667650040591814,0.5079925974567363,0.053072550632104996,0.5483007764575151,1085.0031834988374,3.633704411899027,0.954341608914918,1210,Yes,8.104485988616943
40,0.1,0.1,1,-7.102107347047846,0.05230683060778502,0.5168615466520606,0.06111801780917532,0.5352930180590899,1214.5238027397731,4.257142289800813,0.9395042305598018,2480,Yes,14.435108184814453
40,0.1,0.1,2,-7.0663865365362275,0.05059226925769173,0.5439145010731932,0.061452818234777794,0.5569088282169975,1171.9057356110068,4.317418357506698,0.9333833778408699,2080,Yes,12.432992458343506
40,0.1,0.1,3,-7.086725360308851,0.05131104133646183,0.5280159588226004,0.06422141992238617,0.5445906872489876,1195.984961349285,4.308135730043628,0.9326067651850727,2110,Yes,12.516398668289185
40,0.1,0.1,4,-7.110989514720322,0.04702042310467268,0.5219536231533584,0.06464894400522822,0.5354541542792826,1225.3594576117002,4.241055232113855,0.942340772176138,1390,Yes,8.534402132034302
40,0.1,0.1,5,-7.103348990164652,0.045220016311724245,0.524544296919101,0.05449701328664887,0.5234108733234599,1216.0327444493278,4.239089178914373,0.9383126269969759,3000,No,16.864269733428955
40,0.1,0.5,1,-7.075128552584186,0.05072073200407671,0.5537510904677418,0.011505582328374824,0.5367099395169136,1182.1954653187454,5.096696874101719,0.9642833822141489,1110,Yes,7.090146064758301
40,0.1,0.5,2,-7.073264749275773,0.04621662147378864,0.5319777462789927,0.03517800758068306,0.5262600515221433,1179.9941375575168,5.066356919903607,0.9622076302174296,1630,Yes,9.688043355941772
40,0.1,0.5,3,-7.077906644815568,0.04896608672722412,0.5479028678426693,-0.023222680139816973,0.5573016246004103,1185.4842795563645,5.0501890071217215,0.9564131032426036,1690,Yes,10.019770622253418
40,0.1,0.5,4,-7.070238642755421,0.05870914519282587,0.5508852101612821,-0.00287576794695068,0.5317679593854445,1176.4287469505437,5.057418198060921,0.9559150653923549,2190,Yes,12.379579305648804
40,0.1,0.5,5,-7.077329732107831,0.03982946808538459,0.5352440687374409,-0.019886929167021172,0.5103626953826008,1184.8005558540763,5.075963721411323,0.9611403062599904,1200,Yes,7.704551458358765
40,0.1,1.0,1,-7.0615918845563685,0.024353199727944367,0.4895767157991274,-0.26484622533412444,0.5408689860827145,1166.3003042403163,5.447756786695394,0.7669202795856703,1340,Yes,7.724104404449463
40,0.1,1.0,2,-7.083876166099316,0.04453631677618602,0.5391595636042608,-0.19447753131822948,0.5550436098182937,1192.582217763308,5.403095770360228,0.8302834824238461,1730,Yes,9.9516441822052
40,0.1,1.0,3,-7.0908896796902665,0.03428585753494223,0.5419206757352405,-0.21203071591653128,0.5406760515842247,1200.9758092335805,5.375718927834635,0.8271241293035458,1990,Yes,11.196242332458496
40,0.1,1.0,4,-7.091896809114407,0.036220299611461775,0.5331290991306724,-0.24688098901239028,0.5433797377040974,1202.1859565939587,5.385490982111026,0.7873183219421728,1110,Yes,6.62182354927063
40,0.1,1.0,5,-7.11203339959775,0.02866284393312491,0.5011520412267971,-0.22091570746617356,0.5455244282123063,1226.6392596857131,5.3935527666741745,0.7937288149852916,1280,Yes,7.569366931915283
40,0.1,2.0,1,-7.005372366986364,0.01647601237120329,0.47413185849943806,-0.35603060609018916,0.5401414138797923,1102.5405282759614,5.666311880491234,0.571541119553256,1200,Yes,6.880069732666016
40,0.1,2.0,2,-6.912438402394888,0.006165743196884326,0.5162377110566001,-0.4331752409440763,0.5412695829809894,1004.6941063733607,5.67546545847982,0.39825672519310407,1750,Yes,9.577402114868164
40,0.1,2.0,3,-7.008270461455678,0.022426337013765195,0.5209186475142407,-0.4189037154703364,0.5330071095515126,1105.7404294514504,5.663132564919727,0.4321766982032427,1140,Yes,6.513256788253784
40,0.1,2.0,4,-6.966690566076349,0.025204483284473323,0.4772165550005772,-0.4333181974102637,0.5514592170456811,1060.7065971130312,5.673436078614472,0.35072612797575586,1320,Yes,7.194013357162476
40,0.1,2.0,5,-7.0082865099428835,0.01999174427733843,0.5107341141560996,-0.4380698076960273,0.5412214638455337,1105.75817505498,5.620200665866393,0.3611193856320761,1790,Yes,9.711850643157959
40,0.5,0.01,1,-6.988054822822548,0.040155202645771854,0.516970209502539,0.056629348399448845,0.5412492649650891,1083.6116082481155,3.6101481196870004,0.9562275793177976,1260,Yes,8.42839527130127
40,0.5,0.01,2,-6.975521218158534,0.04654431968951447,0.4970313500226952,0.05639622016213156,0.5293721035192721,1070.1148072105264,3.5708975602729907,0.9595579376049388,1110,Yes,7.470163106918335
40,0.5,0.01,3,-6.9650270889098875,0.0427637992637904,0.5027128802431335,0.056983990326793445,0.5345678172982542,1058.9436026654625,3.5848915924983644,0.9582380337512107,1120,Yes,7.616786956787109
40,0.5,0.01,4,-6.967251276676407,0.0362119419800836,0.5048584242340325,0.048497328735695046,0.5435341513517705,1061.3015133179083,3.586301298312009,0.9508791685834364,1130,Yes,7.593560457229614
40,0.5,0.01,5,-6.978427839537861,0.04335329647918233,0.5006909295633382,0.0575467463115083,0.5360873069103553,1073.229750574952,3.595003888289249,0.9573572135416794,1240,Yes,8.311420917510986
40,0.5,0.1,1,-7.087280939045087,0.05693737818486316,0.5347674055621713,0.06534397857897437,0.5527831683542626,1196.6496097778395,4.283829881249234,0.9375061291756727,2810,Yes,16.118168830871582
40,0.5,0.1,2,-7.068499187975158,0.0546975876488782,0.53250963123603,0.05985080798660798,0.5390650511373062,1174.3841810734866,4.305507996337873,0.9407293681924361,1960,Yes,11.592940092086792
40,0.5,0.1,3,-7.137663945859792,0.050430347008342674,0.5062250112365579,0.06277144116755262,0.5293904493191638,1258.4850633100843,4.227436877197439,0.9378418524670307,1170,Yes,7.641595840454102
40,0.5,0.1,4,-7.083432472600939,0.04656807789708514,0.524186246339147,0.054770657487507646,0.5350709677718106,1192.0531941578527,4.287274415669392,0.9349101746676675,3000,No,16.831533908843994
40,0.5,0.1,5,-7.098237809543211,0.048781085013539546,0.5262288651307969,0.06015023711049897,0.5440121566285427,1209.8332383449977,4.237355978618151,0.9455117135348785,3000,No,16.843356370925903
40,0.5,0.5,1,-7.067111071527014,0.0521610381809415,0.5531853911974726,0.0009558658992319779,0.5147265738847644,1172.7551299931786,5.067163554596425,0.9644073437303813,2080,Yes,11.808932542800903
40,0.5,0.5,2,-7.075387255866403,0.04926552936175523,0.54043820166058,-0.018014117787584428,0.511963570663555,1182.5013427298845,5.063383307134947,0.9623242597045066,1280,Yes,7.94015645980835
40,0.5,0.5,3,-7.075145339814162,0.04594812273077023,0.5557949350767823,-0.01205288874385627,0.5565630242661841,1182.215311272477,5.046073749529131,0.9612330412183849,1150,Yes,7.2402026653289795
40,0.5,0.5,4,-7.0799363257055345,0.0489381003355537,0.5488630908654291,-0.01895539143415107,0.5399543283004042,1187.892877860038,5.038063960464657,0.9590522828545994,1420,Yes,8.60431432723999
40,0.5,0.5,5,-7.072525160558688,0.05102290071893364,0.5374240671556456,-0.034946038109591404,0.5093568635625874,1179.1217498509707,5.073143497779646,0.9545239812587343,2390,Yes,13.508185863494873
40,0.5,1.0,1,-7.058833199280898,0.03765997856514269,0.5166157169611398,-0.24347219070914838,0.547442188809809,1163.0872826595776,5.411331702601013,0.7652934284146512,1110,Yes,6.704086780548096
40,0.5,1.0,2,-7.06304800982719,0.0424130901462597,0.5367026043025037,-0.29933375385592986,0.558018459857091,1167.9998206407863,5.397218254484251,0.6585594778683157,2130,Yes,11.78175401687622
40,0.5,1.0,3,-7.068083434465289,0.04009810368752855,0.5440474614474764,-0.20675044900314155,0.5614138613886018,1173.8960282109351,5.40438904690178,0.8273973183539776,1660,Yes,9.393134117126465
40,0.5,1.0,4,-7.082461530987579,0.043424350373394434,0.5462449125657199,-0.18227387479941357,0.5551673411183939,1190.8963418152289,5.379848086568978,0.846131998645096,1110,Yes,6.758248567581177
40,0.5,1.0,5,-7.077987361451743,0.043071369495142724,0.5377082209686166,-0.25955192677092653,0.5319923090017658,1185.5799717215716,5.375246615516931,0.7461897372449289,2120,Yes,11.896049976348877
40,0.5,2.0,1,-7.006203762670597,0.01923834196055813,0.49432634277474163,-0.4279984655022428,0.5290975737020405,1103.4575568668458,5.618267888773064,0.40006589956064964,1340,Yes,7.444928169250488
40,0.5,2.0,2,-6.9612223460418905,0.014981196224402027,0.5250473499125587,-0.43745632482214464,0.556090067739458,1054.9222495041042,5.637228170080916,0.3667732482730124,1250,Yes,7.143769025802612
40,0.5,2.0,3,-6.9741565950951125,0.011410325102920983,0.4873131222862496,-0.41013077593818625,0.5349338179794045,1068.6554997928367,5.669778427050503,0.4368977785641474,1600,Yes,9.000832796096802
