alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
1.0,0.05,0.05,3,245,194,194,194,16508,-110929.14916604971,828.5860475685275,1176.7947902827764,1.0,3.0
